Posting Date,Material,Material Description,Purchase Order,Document Date,Qty in Un. of Entry,Item,Movement Type,WBS Element,Unit of Entry,Amount in LC,Material Document,User Name,Document Header Text,Reference,Order,Vendor,Reservation,Batch
2024-07-15,B211I18076001,FRONT WEAR PLATE,,2024-07-15,-76,3,221,M9-23002.9000000087,PC,-4134963,4900329771,IMS_INVT01,,FABRIKASI INKA,,,76470,
2024-07-15,B211I18077001,REAR WEAR PLATE,,2024-07-15,-82,4,221,M9-23002.9000000087,PC,-5477245,4900329771,IMS_INVT01,,FABRIKASI INKA,,,76470,
2024-07-15,B318I18018001,WEAR PLATE,,2024-07-15,-40,6,221,M9-23002.9000000087,PC,-4888462,4900329771,IMS_INVT01,,FABRIKASI INKA,,,76470,
2024-07-15,B318I18043,SUNTERS HANDGRAB ASSEMBLY,,2024-07-15,-120,1,221,M9-23002.9000000087,PC,-377004606,4900329794,IMS_INVT01,,WS BAGI,,,76518,
2024-07-15,C96JB040405,LASHING BELT,,2024-07-15,-60,1,221,M9-23002.9000000087,PC,-12000000,4900329693,IMS_INVT01,,FINISHING INKA,,,76151,
2024-07-15,D01TD0550,TALI / ROPE,,2024-07-15,-50,2,221,M9-23002.9000000087,PC,-7250000,4900329693,IMS_INVT01,,FINISHING INKA,,,76151,
2024-07-15,D63SA1081,FLAP DISC GRIT Z60 100 X 16 MM,,2024-07-15,-100,1,221,M9-23002.9000000087,PC,-650000,4900329595,IMS_INVT01,,WS BAGI,,,76383,
2024-07-15,D64QF00007-DNP,THINNER DANAGLOSS PU,,2024-07-15,-400.00,1,221,M9-23002.9000000087,L,-14800000,4900329697,IMS_INVT01,,FINISHING INKA,,,76411,
2024-07-15,D66UG0024-NCI,ISOLASI KERTAS,,2024-07-15,-480,1,221,M9-23002.9000000087,ROL,-2304000,4900329641,IMS_INVT01,,FINISHING INKA,,,76414,
2024-07-15,D70RM700612-HUA,KAWAT LAS AWS ER70S-6 1.2MM 15KG/ROL,,2024-07-15,-4320.00,1,221,,KG,-84240000,4900329798,IMS_INVT01,,FABRIKASI INKA,,3000497,76479,
2024-07-15,D78UD0005,KUAS LUKIS,,2024-07-15,-50,1,221,M9-23002.9000000087,PC,-205000,4900329770,IMS_INVT01,,FINISHING INKA,,,76440,
2024-07-15,D78UD0010,KUAS LUKIS,,2024-07-15,-50,2,221,M9-23002.9000000087,PC,-358750,4900329770,IMS_INVT01,,FINISHING INKA,,,76440,
2024-07-15,D99TD0824,TERPAULLINE,,2024-07-15,-7,3,221,M9-23002.9000000087,PC,-10886400,4900329693,IMS_INVT01,,FINISHING INKA,,,76151,
2024-07-16,A11AB0032,STEEL PLATE,,2024-07-16,-6.00,2,221,M1-22041.4300003938,SHT,-6560216,4900330066,IMS_INVT01,,DALMAT WS INKA,,,76544,
2024-07-16,A11AB0032,STEEL PLATE,,2024-07-16,-7.00,5,221,M1-22041.4300003938,SHT,-7653586,4900330021,IMS_INVT01,,DALMAT WS INKA,,,76478,
2024-07-16,A11AB0090,STEEL PLATE,,2024-07-16,-1.00,9,221,M1-22041.4300003938,SHT,-2961000,4900330021,IMS_INVT01,,DALMAT WS INKA,,,76478,
2024-07-16,A11AB0120,STEEL PLATE,,2024-07-16,-33.00,1,221,M1-22041.4300003938,SHT,-125565000,4900330078,IMS_INVT01,,WS BAGI,,,76592,
2024-07-16,A11AB0120D12,STEEL PLATE,,2024-07-16,-10.00,1,221,M1-22041.4300003938,SHT,-59200000,4900330076,IMS_INVT01,,KIRIM VENDOR,,,76574,
2024-07-16,A11AB0120G9240,STEEL PLATE,,2024-07-16,-10.00,1,221,M1-22041.4300003938,SHT,-231157000,4900329995,IMS_INVT01,,KIRIM VENDOR,,,76570,
2024-07-16,A11MH0020,STEEL PLATE,,2024-07-16,-42.00,6,221,M1-22041.4300003938,SHT,-45937639,4900330066,IMS_INVT01,,DALMAT WS INKA,,,76544,
2024-07-16,A11MH0020D114,STEEL PLATE,,2024-07-16,-14.00,9,221,M1-22041.4300003938,SHT,-22078611,4900330066,IMS_INVT01,,DALMAT WS INKA,,,76544,
2024-07-16,A11MH0040D098,STEEL PLATE,,2024-07-16,-1.00,10,221,M1-22041.4300003938,SHT,-2723633,4900330021,IMS_INVT01,,DALMAT WS INKA,,,76478,
2024-07-16,A11MH0045,STEEL PLATE,,2024-07-16,-1.00,2,221,M1-22041.4300003938,SHT,-2474049,4900330021,IMS_INVT01,,DALMAT WS INKA,,,76478,
2024-07-16,A11MH0045,STEEL PLATE,,2024-07-16,-33.00,7,221,M1-22041.4300003938,SHT,-81643627,4900330066,IMS_INVT01,,DALMAT WS INKA,,,76544,
2024-07-16,A11ND0010,STEEL PLATE,,2024-07-16,-15.00,1,221,M1-22041.4300003938,SHT,-12851724,4900330027,IMS_INVT01,,,,,76569,
2024-07-16,A11ND0010,STEEL PLATE,,2024-07-16,-1.00,1,221,M1-22041.4300003938,SHT,-856782,4900330024,IMS_INVT01,,WS BAGI,,,76598,
2024-07-16,A11ND0015,PLATE SUS 304 FINISH 2B,,2024-07-16,-1.00,3,221,M1-22041.4300003938,SHT,-1365727,4900330066,IMS_INVT01,,DALMAT WS INKA,,,76544,
2024-07-16,A11ND0020,STEEL PLATE,,2024-07-16,-1.00,1,221,M1-22041.4300003938,SHT,-1738895,4900330066,IMS_INVT01,,DALMAT WS INKA,,,76544,
2024-07-16,A11ND0020,STEEL PLATE,,2024-07-16,-22.00,4,221,M1-22041.4300003938,SHT,-38255694,4900330021,IMS_INVT01,,DALMAT WS INKA,,,76478,
2024-07-16,A11ND0030,STEEL PLATE,,2024-07-16,-6.00,5,221,M1-22041.4300003938,SHT,-16058935,4900330066,IMS_INVT01,,DALMAT WS INKA,,,76544,
2024-07-16,A11ND0030,STEEL PLATE,,2024-07-16,-10.00,1,221,M1-22041.4300003938,SHT,-26764891,4900330021,IMS_INVT01,,DALMAT WS INKA,,,76478,
2024-07-16,A11ND0030#CK,STEEL PLATE CHEKERED,,2024-07-16,-1.00,3,221,M1-22041.4300003938,SHT,-6879000,4900330021,IMS_INVT01,,DALMAT WS INKA,,,76478,
2024-07-16,A11RF0016,STEEL PLATE  ALLUMINIUM,,2024-07-16,-9.00,2,221,M1-22041.4300003938,SHT,-6022500,4900330058,IMS_INVT01,,DALMAT WS INKA,,,76615,
2024-07-16,A11RF0020,STEEL PLATE  ALLUMINIUM,,2024-07-16,-5.00,1,221,M1-22041.4300003938,SHT,-3940000,4900330058,IMS_INVT01,,DALMAT WS INKA,,,76615,
2024-07-16,A11XJ0012A7196,STEEL PLATE,,2024-07-16,-191.00,6,221,M1-22041.4300003938,SHT,-235263844,4900330021,IMS_INVT01,,DALMAT WS INKA,,,76478,
2024-07-16,A15ND0050,ROUND BAR,,2024-07-16,-192,8,221,M1-22041.4300003938,STK,-8667625,4900330066,IMS_INVT01,,DALMAT WS INKA,,,76544,
2024-07-16,A16HS0605L-S40,"STEEL PIPE 2""",,2024-07-16,-8,11,221,M1-22041.4300003938,STK,-6513788,4900330021,IMS_INVT01,,DALMAT WS INKA,,,76478,
2024-07-16,A16ND0217L-S80,"STEEL PIPE 1/2""",,2024-07-16,-7,8,221,M1-22041.4300003938,STK,-8096667,4900330021,IMS_INVT01,,DALMAT WS INKA,,,76478,
2024-07-16,A16ND0340L-S80,"STEEL PIPE 1""",,2024-07-16,-1,4,221,M1-22041.4300003938,STK,-2249610,4900330066,IMS_INVT01,,DALMAT WS INKA,,,76544,
2024-07-16,A16ND0340L-S80,"STEEL PIPE 1""",,2024-07-16,-11,7,221,M1-22041.4300003938,STK,-24745710,4900330021,IMS_INVT01,,DALMAT WS INKA,,,76478,
2024-07-16,B342A71004006,BUSH,,2024-07-16,-22,1,221,M1-22041.4300003938,PC,-2459996,4900330113,IMS_INVT01,,WS BAGI,,,76657,
2024-07-16,B342A71004012,BUSH,,2024-07-16,-44,2,221,M1-22041.4300003938,PC,-4329600,4900330113,IMS_INVT01,,WS BAGI,,,76657,
2024-07-16,D31WG0002,SOLAR,,2024-07-16,-50.00,1,221,M1-22041.4300003938,L,-637743,4900330022,IMS_INVT01,,WS BAGI,,,76599,
2024-07-16,D52TE350A,INSULATOR OTC,,2024-07-16,-500,1,221,,PC,-30000000,4900329949,IMS_INVT01,,DALMAT FAB INKA,,3001079,76484,
2024-07-16,D52TN1918650,BATTERY ULTRAFIRE (RECHARGEABLE),,2024-07-16,-24,1,221,M1-22041.4300003938,PC,-172800,4900330100,IMS_INVT01,,WS BAGI,,,76649,
2024-07-16,D62QE0125#HB,2K PU RAL 9001 DOFF GLOSSY 30-40 % + HAR,,2024-07-16,-10,1,221,M1-22041.4300003938,LTS,-1780000,4900330107,IMS_INVT01,,FINISHING INKA,,,76645,
2024-07-16,D62QE0126#HB,2K PU RAL 9003 SIGNAL WHITE - DOFF GLOSS,,2024-07-16,-10,2,221,M1-22041.4300003938,LTS,-2500000,4900330107,IMS_INVT01,,FINISHING INKA,,,76645,
2024-07-16,D62QE0155#HB,2K PU SILVER CHAMP 774 SMOOTH+HARADENER,,2024-07-16,-5,3,221,M1-22041.4300003938,LTS,-1250000,4900330107,IMS_INVT01,,FINISHING INKA,,,76645,
2024-07-16,D63SA0800,WATER PROOF,,2024-07-16,-200.00,1,221,M1-22041.4300003938,SHT,-790000,4900330102,IMS_INVT01,,WS BAGI,,,76663,
2024-07-16,D65SW0350#TBG,GAS TABUNG,,2024-07-16,-2,1,221,M1-22041.4300003938,TB,-1789212,4900330023,IMS_INVT01,,WS BAGI,,,76600,
2024-07-16,D65SW040976#TBG,GAS TABUNG,,2024-07-16,-20,1,221,M1-22041.4300003938,TB,-3155265,4900330032,IMS_INVT01,,WS BAGI,,,76543,
2024-07-16,D65SW0694,CRADLE NITROGEN PURITY 5.0,,2024-07-16,-1,1,221,M1-22041.4300003938,SET,-2000000,4900330040,IMS_INVT01,,WS BAGI,,,76557,
2024-07-16,D71SB0132,MATA BOR,,2024-07-16,-500,1,221,,PC,-3500000,4900330114,IMS_INVT01,,FINISHING INKA,,3001382,76661,
2024-07-16,D72SD06100,MATA TAP,,2024-07-16,-500,2,221,,PC,-39000000,4900330114,IMS_INVT01,,FINISHING INKA,,3001382,76661,
2024-07-16,D73ML0010,CERAMIC CUPS FOR TIG WELDING,,2024-07-16,-10,4,221,,PC,-55000,4900329949,IMS_INVT01,,DALMAT FAB INKA,,3001079,76484,
2024-07-16,D73TR57Y02,LONG BACK CUP TIG,,2024-07-16,-500,5,221,,PC,-4350000,4900329949,IMS_INVT01,,DALMAT FAB INKA,,3001079,76484,
2024-07-16,D77TRU4167G01-OTC,NOZZLE OTC,,2024-07-16,-500,2,221,,PC,-36250000,4900329949,IMS_INVT01,,DALMAT FAB INKA,,3001079,76484,
2024-07-16,D77TRU4167G03-OTC,BODY TIP OTC,,2024-07-16,-500,3,221,,PC,-62250000,4900329949,IMS_INVT01,,DALMAT FAB INKA,,3001079,76484,
2024-07-16,D79SN0001,SCREW BIT,,2024-07-16,-100,1,221,M1-22041.4300003938,PC,-1750000,4900329951,IMS_INVT01,,FINISHING INKA,,,76564,
2024-07-16,D79SN0002,SCREW BIT,,2024-07-16,-100,2,221,M1-22041.4300003938,PC,-1750000,4900329951,IMS_INVT01,,FINISHING INKA,,,76564,
2024-07-16,A28RK74017,CROSS SECTION HOLDER CEILING PROFILE,,2024-07-16,-6,1,221,M1-22041.4300003938.1,STK,-9309628,4900330084,IMS_INVT01,,WS INKA,,,76605,
2024-07-16,A28RK74017,CROSS SECTION HOLDER CEILING PROFILE,,2024-07-16,-36,1,221,M1-22041.4300003938.1,STK,-55857768,4900330099,IMS_INVT01,,WS INKA,,,76608,
2024-07-16,A28RK74017H,CROSS SECTION HOLDER CEILING PROFILE,,2024-07-16,-11,2,221,M1-22041.4300003938.1,STK,-11742511,4900330099,IMS_INVT01,,WS INKA,,,76608,
2024-07-16,A28RK74018,CROSS SECTION INDIRECT LAMP PROFILE,,2024-07-16,-38,1,221,M1-22041.4300003938.1,STK,-15884000,4900330089,IMS_INVT01,,WS INKA,,,76629,
2024-07-16,A28RK74054,CROSS SECTION BOTTOM HOLDER PROFILE,,2024-07-16,-6,1,221,M1-22041.4300003938.1,STK,-2448971,4900330095,IMS_INVT01,,WS INKA,,,76611,
2024-07-16,A28RK74054,CROSS SECTION BOTTOM HOLDER PROFILE,,2024-07-16,-36,1,221,M1-22041.4300003938.1,STK,-14693823,4900330083,IMS_INVT01,,WS INKA,,,76617,
2024-07-16,A28RK74054H,CROSS SECTION BOTTOM  HOLDER PROFILE,,2024-07-16,-18,2,221,M1-22041.4300003938.1,STK,-4913018,4900330083,IMS_INVT01,,WS INKA,,,76617,
2024-07-16,B41BE1204015,CSK CHD SCREW (JF),,2024-07-16,-1000,1,221,M1-22041.4300003938.1,PC,-480000,4900330103,IMS_INVT01,,WS BAGI,,,76662,
2024-07-16,B46NB01040020,BLIND RIVET,,2024-07-16,-2000,1,221,M1-22041.4300003938.1,PC,-451667,4900330122,IMS_INVT01,,WS BAGI,,,76682,
2024-07-16,B651A18107,CABINET DISTRIBUTOR PANEL,,2024-07-16,-8,1,221,M1-22041.4300003938.1,SET,-73996728,4900330134,IMS_INVT01,,WS BAGI,,,76540,
2024-07-16,B651A18108,PANEL AC & JANITOR,,2024-07-16,-8,3,221,M1-22041.4300003938.1,SET,-82176079,4900330134,IMS_INVT01,,WS BAGI,,,76540,
2024-07-16,B651A18115,PARTITION MODUL 3,,2024-07-16,-8,2,221,M1-22041.4300003938.1,SET,-35172414,4900330134,IMS_INVT01,,WS BAGI,,,76540,
2024-07-16,B762A17005,Folding Seat,,2024-07-16,-22,1,221,M1-22041.4300003938.1,PC,-44101685,4900330106,IMS_INVT01,,WS BAGI,,,76650,
2024-07-16,B762A17005,Folding Seat,,2024-07-16,-2,2,221,M1-22041.4300003938.1,PC,-4009244,4900330106,IMS_INVT01,,WS BAGI,,,76650,
2024-07-16,D62QE0157#HB,DANAGLOSS PU 2K SILVER FINE MET + HARDEN,,2024-07-16,-100,1,221,M1-22041.4300003938.1,LTS,-27200000,4900330013,IMS_INVT01,,FINISHING INKA,,,76567,
2024-07-16,D63SA00120,WATER PROOF,,2024-07-16,-200.00,4,221,M1-22041.4300003938.1,SHT,-790000,4900330103,IMS_INVT01,,WS BAGI,,,76662,
2024-07-16,D63SA00400,WATER PROOF,,2024-07-16,-200.00,2,221,M1-22041.4300003938.1,SHT,-790000,4900330103,IMS_INVT01,,WS BAGI,,,76662,
2024-07-16,D63SA00400,WATER PROOF,,2024-07-16,-300.00,2,221,M1-22041.4300003938.1,SHT,-1185000,4900329892,IMS_INVT01,,FINISHING INKA,,,76551,
2024-07-16,D63SA0280,WATER PROOF,,2024-07-16,-200.00,3,221,M1-22041.4300003938.1,SHT,-800673,4900330103,IMS_INVT01,,WS BAGI,,,76662,
2024-07-16,D63SA0280,WATER PROOF,,2024-07-16,-500.00,1,221,M1-22041.4300003938.1,SHT,-2001682,4900329892,IMS_INVT01,,FINISHING INKA,,,76551,
2024-07-16,D63SA0600,WATER PROOF,,2024-07-16,-200.00,3,221,M1-22041.4300003938.1,SHT,-790000,4900329892,IMS_INVT01,,FINISHING INKA,,,76551,
2024-07-16,A10UB01080,SARINGAN NYLON MESH,,2024-07-16,-100.00,1,221,M1-22041.4300003938.2,M,-10500000,4900330079,IMS_INVT01,,,,,76648,
2024-07-16,A28RK74056,CROSS SECTION SIDEWALL COVER MAINTENANCE,,2024-07-16,-6,1,221,M1-22041.4300003938.2,STK,-5557500,4900330090,IMS_INVT01,,WS INKA,,,76626,
2024-07-16,A28RK74056H,CROSS SECTION SIDEWALL COVER MAINTENANCE,,2024-07-16,-16,1,221,M1-22041.4300003938.2,STK,-10306636,4900330087,IMS_INVT01,,WS INKA,,,76627,
2024-07-16,B342A71004001,BUSH,,2024-07-16,-44,1,221,M1-22041.4300003938.2,PC,-2301200,4900330112,IMS_INVT01,,WS BAGI,,,76656,
2024-07-16,B342A71004002,BUSH,,2024-07-16,-22,2,221,M1-22041.4300003938.2,PC,-1661000,4900330112,IMS_INVT01,,WS BAGI,,,76656,
2024-07-16,B342A71004003,BUSH,,2024-07-16,-22,3,221,M1-22041.4300003938.2,PC,-1573000,4900330112,IMS_INVT01,,WS BAGI,,,76656,
2024-07-16,B342A71004004,BUSH,,2024-07-16,-22,4,221,M1-22041.4300003938.2,PC,-3231800,4900330112,IMS_INVT01,,WS BAGI,,,76656,
2024-07-16,B342A71004005,BUSH,,2024-07-16,-11,5,221,M1-22041.4300003938.2,PC,-1515800,4900330112,IMS_INVT01,,WS BAGI,,,76656,
2024-07-16,B342A71004007,BUSH,,2024-07-16,-44,6,221,M1-22041.4300003938.2,PC,-2508000,4900330112,IMS_INVT01,,WS BAGI,,,76656,
2024-07-16,B342A71004008,BUSH,,2024-07-16,-44,7,221,M1-22041.4300003938.2,PC,-2785200,4900330112,IMS_INVT01,,WS BAGI,,,76656,
2024-07-16,B342A71004013,BUSH,,2024-07-16,-44,8,221,M1-22041.4300003938.2,PC,-2692800,4900330112,IMS_INVT01,,WS BAGI,,,76656,
2024-07-16,B342A71004014,BUSH,,2024-07-16,-22,9,221,M1-22041.4300003938.2,PC,-2696649,4900330112,IMS_INVT01,,WS BAGI,,,76656,
2024-07-16,B342A71004015,BUSH,,2024-07-16,-11,10,221,M1-22041.4300003938.2,PC,-1471800,4900330112,IMS_INVT01,,WS BAGI,,,76656,
2024-07-16,B342A71004016,BUSH,,2024-07-16,-44,11,221,M1-22041.4300003938.2,PC,-2301200,4900330112,IMS_INVT01,,WS BAGI,,,76656,
2024-07-16,B342A71004017,BUSH,,2024-07-16,-22,12,221,M1-22041.4300003938.2,PC,-1746800,4900330112,IMS_INVT01,,WS BAGI,,,76656,
2024-07-16,B41BE1604030,PAN HEAD SCREW (JP),,2024-07-16,-500,1,221,M1-22041.4300003938.2,PC,-293500,4900329843,IMS_INVT01,,WS BAGI,,,76539,
2024-07-16,B632A73003,RUBBER END RAIL,,2024-07-16,-216,1,221,M1-22041.4300003938.2,PC,-1944000,4900330109,IMS_INVT01,,FINISHING INKA,,,76659,
2024-07-16,D64QF0077-DNP#DG,DEGREASER THINNER,,2024-07-16,-100.00,1,221,M1-22041.4300003938.2,L,-2930000,4900330009,IMS_INVT01,,FINISHING INKA,,,76568,
2024-07-16,B41BE1204040,CSK CHD SCREW (JF),,2024-07-16,-2000,4,221,M1-22041.4300003938.4,PC,-1670000,4900330117,IMS_INVT01,,FINISHING INKA,,,76376,
2024-07-16,B41BE1404030,OVAL CHD SCREW (JO),,2024-07-16,-7200,5,221,M1-22041.4300003938.4,PC,-13716000,4900330117,IMS_INVT01,,FINISHING INKA,,,76376,
2024-07-16,B41BE1605020,PAN HEAD SCREW (JP),,2024-07-16,-5000,1,221,M1-22041.4300003938.4,PC,-3965000,4900330117,IMS_INVT01,,FINISHING INKA,,,76376,
2024-07-16,B41BE1605030,PAN HEAD SCREW (JP),,2024-07-16,-800,2,221,M1-22041.4300003938.4,PC,-695200,4900330117,IMS_INVT01,,FINISHING INKA,,,76376,
2024-07-16,B41BE1606020,PAN HEAD SCREW (JP),,2024-07-16,-1230,3,221,M1-22041.4300003938.4,PC,-1584990,4900330117,IMS_INVT01,,FINISHING INKA,,,76376,
2024-07-16,B50AK11107021,MEKANISME SLIDING DOOR (TOP RAIL 777),,2024-07-16,-50,1,221,M1-22041.4300003938.4,SET,-9000000,4900330077,IMS_INVT01,,WS BAGI,,,76631,
2024-07-16,B51BRNJG012,BALLCOCK / BALL VALVE,,2024-07-16,-1,5,221,M1-22041.4300003938.4,PC,-84865,4900330131,IMS_INVT01,,FINISHING INKA,,,76575,
2024-07-16,B51BRNJG034,BALLCOCK / BALL VALVE,,2024-07-16,-7,2,221,M1-22041.4300003938.4,PC,-1011500,4900330131,IMS_INVT01,,FINISHING INKA,,,76575,
2024-07-16,B51BRNJG100,BALLCOCK / BALL VALVE,,2024-07-16,-6,1,221,M1-22041.4300003938.4,PC,-1121683,4900330131,IMS_INVT01,,FINISHING INKA,,,76575,
2024-07-16,B51HSDHR034,"DOUBLE NIPPLE 3/4""",,2024-07-16,-13,6,221,M1-22041.4300003938.4,PC,-143000,4900330131,IMS_INVT01,,FINISHING INKA,,,76575,
2024-07-16,B51HSDHR100,DOUBLE NIPPLE,,2024-07-16,-7,18,221,M1-22041.4300003938.4,PC,-115731,4900330131,IMS_INVT01,,FINISHING INKA,,,76575,
2024-07-16,B51HSPFG012,SOCKET 1/2,,2024-07-16,-4,7,221,M1-22041.4300003938.4,PC,-34804,4900330131,IMS_INVT01,,FINISHING INKA,,,76575,
2024-07-16,B51HSPIR034,"UNION (UNION STRAIGHT JOIN 3/4"")",,2024-07-16,-9,14,221,M1-22041.4300003938.4,PC,-369000,4900330131,IMS_INVT01,,FINISHING INKA,,,76575,
2024-07-16,B51HSPWR034,ELBOW JOINT 3/4 INCH,,2024-07-16,-24,17,221,M1-22041.4300003938.4,PC,-330000,4900330131,IMS_INVT01,,FINISHING INKA,,,76575,
2024-07-16,B51HSPWR100,"ELBOW JOINT 1""",,2024-07-16,-14,16,221,M1-22041.4300003938.4,PC,-269500,4900330131,IMS_INVT01,,FINISHING INKA,,,76575,
2024-07-16,B51HSQBR100R012,BUSHING FITTING,,2024-07-16,-2,3,221,M1-22041.4300003938.4,PC,-36500,4900330131,IMS_INVT01,,FINISHING INKA,,,76575,
2024-07-16,B51HSQBR200R100,BUSHING FITTING,,2024-07-16,-2,8,221,M1-22041.4300003938.4,PC,-95000,4900330131,IMS_INVT01,,FINISHING INKA,,,76575,
2024-07-16,B51HSQWG034,TEE JOINT 3/4,,2024-07-16,-4,4,221,M1-22041.4300003938.4,PC,-62065,4900330131,IMS_INVT01,,FINISHING INKA,,,76575,
2024-07-16,B51HSQWG100,TEE JOINT 1,,2024-07-16,-3,15,221,M1-22041.4300003938.4,PC,-69863,4900330131,IMS_INVT01,,FINISHING INKA,,,76575,
2024-07-16,B52TH07089,EVAPORATOR FAN,,2024-07-16,-4,1,221,M1-22041.4300003938.4,UN,-64000000,4900330133,IMS_INVT01,,WS BAGI,,,76553,
2024-07-16,B52TO29100,MOTOR PUMP,,2024-07-16,-1,9,221,M1-22041.4300003938.4,UN,-2780000,4900330131,IMS_INVT01,,FINISHING INKA,,,76575,
2024-07-16,B53AA02135,GEAR PUMP,,2024-07-16,-1,10,221,M1-22041.4300003938.4,UN,-6880000,4900330131,IMS_INVT01,,FINISHING INKA,,,76575,
2024-07-16,B53AB01001,FILTER RACOR,,2024-07-16,-2,11,221,M1-22041.4300003938.4,SET,-2178000,4900330131,IMS_INVT01,,FINISHING INKA,,,76575,
2024-07-16,B53AC01014,PRESSURE VACUUM GAUGE,,2024-07-16,-1,12,221,M1-22041.4300003938.4,PC,-210000,4900330131,IMS_INVT01,,FINISHING INKA,,,76575,
2024-07-16,B732A18408,CABINET ELECTRIC,,2024-07-16,-4,1,221,M1-22041.4300003938.4,SET,-35000000,4900330132,IMS_INVT01,,WS BAGI,,,76560,
2024-07-16,C51PGRL0032,MANUAL PUMP,,2024-07-16,-1,13,221,M1-22041.4300003938.4,PC,-3155000,4900330131,IMS_INVT01,,FINISHING INKA,,,76575,
2024-07-16,A11ND0010,STEEL PLATE,,2024-07-16,-22.00,1,221,M1-23003.4500010780,SHT,-20586060,4900330042,IMS_INVT01,,WS BAGI,,,76596,
2024-07-16,D62QE0126#HB,2K PU RAL 9003 SIGNAL WHITE - DOFF GLOSS,,2024-07-16,-100,1,221,M1-23003.9000000332,LTS,-18100000,4900329871,IMS_INVT01,,WS BAGI,,,76366,
2024-07-16,D62QE0126#HB,2K PU RAL 9003 SIGNAL WHITE - DOFF GLOSS,,2024-07-16,-100,1,221,M1-23003.9000000332,LTS,-18100000,4900329886,IMS_INVT01,,WS BAGI,,,76480,
2024-07-16,A11AB0060,PLATE STEEL,,2024-07-16,-1.00,1,221,M1-23003.9000000337,SHT,-2107502,4900330110,IMS_INVT01,,WS BAGI,,,76063,
2024-07-16,A11ZJ0015,ALUMINUM PLATE,,2024-07-16,-2.00,1,221,M1-23003.9000000337,SHT,-1270000,4900329839,IMS_INVT01,,WS BAGI,,,76541,-
2024-07-16,A28RK3687,ALUMINIUM EKSTRUSI (EDGE BRUSH),,2024-07-16,-3,1,221,M1-23003.9000000337,STK,-280458,4900329841,IMS_INVT01,,WS BAGI,,,76542,
2024-07-16,A28TH12043,RUBBER CABIN SLIDING DOOR,,2024-07-16,-98.00,1,221,M1-23003.9000000337,M,-2548000,4900330108,IMS_INVT01,,,,,76654,
2024-07-16,BB662E12039,GLASS GANGWAY SLIDING DOOR,,2024-07-16,-2,1,221,M1-23003.9000000337,PC,-414980,4900330035,IMS_INVT01,,WS BAGI,,,76528,
2024-07-16,D69RL702432-KWL,KAWAT LAS AWS ER7024 DIA 3.2 MM,,2024-07-16,-10.00,1,221,M9-20003.9000000411,KG,-252500,4900330002,IMS_INVT01,,KIRIM MUARA LAWA,,,76571,
2024-07-16,D70RI130826,"Kawat Las GMAW AWS ER 308 Lsi dia 2,6mm",,2024-07-16,-10.00,3,221,M9-20003.9000000411,KG,-1140000,4900330002,IMS_INVT01,,KIRIM MUARA LAWA,,,76571,
2024-07-16,D70RM030932,KAWAT LAS AWS ER 309 3.2MM,,2024-07-16,-20.00,2,221,M9-20003.9000000411,KG,-2300000,4900330002,IMS_INVT01,,KIRIM MUARA LAWA,,,76571,
2024-07-16,D73TI0020PH,COUPLER NITTO / NEPPLE,,2024-07-16,-10,1,221,M9-20003.9000000411,PC,-235000,4900329950,IMS_INVT01,,WS BAGI,,,76578,
2024-07-16,D73TI0020SH,COUPLER NITTO / NEPPLE,,2024-07-16,-10,2,221,M9-20003.9000000411,PC,-630000,4900329950,IMS_INVT01,,WS BAGI,,,76578,
2024-07-16,B211I18052001,JACKING PAD,,2024-07-16,-240,1,221,M9-23002.9000000087,PC,-84840000,4900330096,IMS_INVT01,,WS INKA,,,76604,
2024-07-16,B212I18004001,BOLSTER BOTTOM FLANGE,,2024-07-16,-240,2,221,M9-23002.9000000087,PC,-387900000,4900330096,IMS_INVT01,,WS INKA,,,76604,
2024-07-16,B212I18005001,BOLSTER TOP PLATE,,2024-07-16,-238,3,221,M9-23002.9000000087,PC,-289765000,4900330096,IMS_INVT01,,WS INKA,,,76604,
2024-07-16,B212I18011001,BOGIE LIFTING HOOK,,2024-07-16,-240,4,221,M9-23002.9000000087,PC,-74102400,4900330096,IMS_INVT01,,WS INKA,,,76604,
2024-07-16,B213I18037001,CONT. OUTRIGGER FERRY HOOK,,2024-07-16,-720,5,221,M9-23002.9000000087,PC,-179280000,4900330096,IMS_INVT01,,WS INKA,,,76604,
2024-07-16,D30WD0002,PASIR GRID,,2024-07-16,-1000.00,1,221,M9-23002.9000000087,KG,-19883380,4900330135,IMS_INVT01,,WS BAGI,,,76590,
2024-07-16,D83SPP001#HT,SPIDOL BESAR,,2024-07-16,-24,2,221,M9-23002.9000000087,PC,-164400,4900329952,IMS_INVT01,,FINISHING INKA,,,76561,
2024-07-16,D83SPP002#PT,SPIDOL BESAR,,2024-07-16,-24,1,221,M9-23002.9000000087,PC,-348000,4900329952,IMS_INVT01,,FINISHING INKA,,,76561,
2024-07-17,D31WG0002,SOLAR,,2024-07-17,-40.00,1,221,M0-23001.9000000109,L,-533240,4900330344,IMS_INVT01,,,,,76727,
2024-07-17,A11AB0032,STEEL PLATE,,2024-07-17,-4.00,1,221,M1-22041.4300003938,SHT,-4373478,4900330367,IMS_INVT01,,WS BAGI,,,76779,
2024-07-17,A11AB0060,PLATE STEEL,,2024-07-17,-5.00,1,221,M1-22041.4300003938,SHT,-10176500,4900330199,IMS_INVT01,,KIRIM VENDOR,,,76718,
