Posting Date,Material,Material Description,Purchase Order,Document Date,Qty in Un. of Entry,Item,Movement Type,WBS Element,Unit of Entry,Item,Amount in LC,Material Document,User Name,Document Header Text,Reference,Order,Vendor,Reservation,Batch,WBS Element
2024-06-12,B212I18005001,BOLSTER TOP PLATE,,2024-06-12,-80,0,221,M9-23002.9000000087,PC,2,-97400000,4900324267,IMS_INVT01,,WS INKA,,,73449,,M9-23002.9000000087
2024-06-12,B51PGDKW034#01,COUPLING 3/4 INCH,,2024-06-12,-140,0,221,M9-23002.9000000087,PC,7,-4984690,4900324349,IMS_INVT01,,FINISHING WS.INK,,,73557,,M9-23002.9000000087
2024-06-12,B51PGDKW114#01,COUPLING 1 1/4 INCH,,2024-06-12,-140,0,221,M9-23002.9000000087,PC,2,-12784473,4900324349,IMS_INVT01,,FINISHING WS.INK,,,73557,,M9-23002.9000000087
2024-06-12,B51PGEC114G114,ADAPTOR 1 1/4,,2024-06-12,-40,0,221,M9-23002.9000000087,PC,5,-5200000,4900324349,IMS_INVT01,,FINISHING WS.INK,,,73557,,M9-23002.9000000087
2024-06-12,B51PGQOW034#01,SOCKET WELDED TEE,,2024-06-12,-40,0,221,M9-23002.9000000087,PC,6,-3491349,4900324349,IMS_INVT01,,FINISHING WS.INK,,,73557,,M9-23002.9000000087
2024-06-12,B51PGQOW114#01,SOCKET WELDED TEE,,2024-06-12,-20,0,221,M9-23002.9000000087,PC,1,-4439099,4900324349,IMS_INVT01,,FINISHING WS.INK,,,73557,,M9-23002.9000000087
2024-06-12,B51WYJC0132269,CLAMPS_26.9 OD,,2024-06-12,-160,0,221,M9-23002.9000000087,PC,8,-19680000,4900324349,IMS_INVT01,,FINISHING WS.INK,,,73557,,M9-23002.9000000087
2024-06-12,B51WYJC0134420,CLAMP_42 OD,,2024-06-12,-200,0,221,M9-23002.9000000087,PC,3,-48000000,4900324349,IMS_INVT01,,FINISHING WS.INK,,,73557,,M9-23002.9000000087
2024-06-12,B51WYJC0204269,CLAMPS_26.9 OD,,2024-06-12,-160,0,221,M9-23002.9000000087,PC,9,-7040000,4900324349,IMS_INVT01,,FINISHING WS.INK,,,73557,,M9-23002.9000000087
2024-06-12,B51WYJC0205420,CLAMPS_42 OD,,2024-06-12,-160,0,221,M9-23002.9000000087,PC,4,-18865784,4900324349,IMS_INVT01,,FINISHING WS.INK,,,73557,,M9-23002.9000000087
2024-06-12,D04UF0100,SELANG ANGIN,,2024-06-12,-5,0,221,M9-23002.9000000087,ROL,1,-12250000,4900324397,IMS_INVT01,,FINISHING INKA,,,73524,,M9-23002.9000000087
2024-06-12,D67UK01002,MAJUN,,2024-06-12,-50.00,0,221,M9-23002.9000000087,KG,1,-825000,4900324345,IMS_INVT01,,WS BAGI,,,73468,,M9-23002.9000000087
2024-06-13,B51PGADL35L28,SWIVEL REDUCER,,2024-06-13,-2,0,221,M1-22014.4300003529,PC,6,-1151579,4900324610,IMS_INVT01,,GE INKA,,,73044,,M1-22014.4300003529
2024-06-13,B51PGPFN112,"SOCKET 1 1/2""",,2024-06-13,-2,0,221,M1-22014.4300003529,PC,1,-547400,4900324610,IMS_INVT01,,GE INKA,,,73044,,M1-22014.4300003529
2024-06-13,B51PGPIL15,UNION,,2024-06-13,-1,0,221,M1-22014.4300003529,PC,8,-157534,4900324610,IMS_INVT01,,GE INKA,,,73044,,M1-22014.4300003529
2024-06-13,B51PGPKS25S20,STRAIGHT REDUCER,,2024-06-13,-4,0,221,M1-22014.4300003529,PC,4,-3035258,4900324610,IMS_INVT01,,GE INKA,,,73044,,M1-22014.4300003529
2024-06-13,B51PGPKS30S25,STRAIGHT REDUCER,,2024-06-13,-1,0,221,M1-22014.4300003529,PC,5,-1306222,4900324610,IMS_INVT01,,GE INKA,,,73044,,M1-22014.4300003529
2024-06-13,B51PGPSL35,UNION ELBOW,,2024-06-13,-4,0,221,M1-22014.4300003529,PC,2,-2660315,4900324610,IMS_INVT01,,GE INKA,,,73044,,M1-22014.4300003529
2024-06-13,B51PGQFL28R100,MALE STUD CONNECTOR,,2024-06-13,-4,0,221,M1-22014.4300003529,PC,3,-985841,4900324610,IMS_INVT01,,GE INKA,,,73044,,M1-22014.4300003529
2024-06-13,B51PGQRL35,UNION TEE,,2024-06-13,-1,0,221,M1-22014.4300003529,PC,7,-1395389,4900324610,IMS_INVT01,,GE INKA,,,73044,,M1-22014.4300003529
2024-06-13,B51PGWGS30G114#GAI,FEMALE CONNECTOR,,2024-06-13,-2,0,221,M1-22014.4300003529,PC,9,-1930157,4900324610,IMS_INVT01,,GE INKA,,,73044,,M1-22014.4300003529
2024-06-13,B319A16008003,RUBBER ROLL PULL ROD,,2024-06-13,-125,0,221,M1-22041.4300003938,PC,5,-18750000,4900324611,IMS_INVT01,,VENDOR SPM,,,73704,,M1-22041.4300003938
2024-06-13,B319A16008003,RUBBER ROLL PULL ROD,,2024-06-13,-50,0,221,M1-22041.4300003938,PC,3,-7500000,4900324611,IMS_INVT01,,VENDOR SPM,,,73704,,M1-22041.4300003938
2024-06-13,B319A16008003,RUBBER ROLL PULL ROD,,2024-06-13,-1,0,221,M1-22041.4300003938,PC,1,-150000,4900324611,IMS_INVT01,,VENDOR SPM,,,73704,,M1-22041.4300003938
2024-06-13,B319A16009003,RUBBER ROLL PULL ROD,,2024-06-13,-1,0,221,M1-22041.4300003938,PC,2,-185000,4900324611,IMS_INVT01,,VENDOR SPM,,,73704,,M1-22041.4300003938
2024-06-13,B319A16009003,RUBBER ROLL PULL ROD,,2024-06-13,-70,0,221,M1-22041.4300003938,PC,4,-12950000,4900324611,IMS_INVT01,,VENDOR SPM,,,73704,,M1-22041.4300003938
2024-06-13,B319A16009003,RUBBER ROLL PULL ROD,,2024-06-13,-150,0,221,M1-22041.4300003938,PC,6,-27750000,4900324611,IMS_INVT01,,VENDOR SPM,,,73704,,M1-22041.4300003938
2024-06-13,D62QE0034#HB,PRIMER SURFACER EP PLUS 534 - 5068 + HAR,,2024-06-13,-60,0,221,M1-22041.4300003938,LTS,1,-4446000,4900324601,IMS_INVT01,,VENDOR VERMA,,,73693,,M1-22041.4300003938
2024-06-13,D65SW0350#TBG,GAS TABUNG,,2024-06-13,-1,0,221,M1-22041.4300003938,TB,1,-929959,4900324424,IMS_INVT01,,,,,73644,,M1-22041.4300003938
2024-06-13,D66QG00003,LEM G,,2024-06-13,-100,0,221,M1-22041.4300003938,PC,1,-391335,4900324652,IMS_INVT01,,FINISHING INKA,,,73713,,M1-22041.4300003938
2024-06-13,D66QG00003,LEM G,,2024-06-13,-50,0,221,M1-22041.4300003938,PC,1,-195668,4900324654,IMS_INVT01,,WS BAGI,,,73714,,M1-22041.4300003938
2024-06-13,D68QG0005,DEMPUL DANAGLOSS PLOYSTER PUTTY,,2024-06-13,-48.00,0,221,M1-22041.4300003938,KG,2,-1809600,4900324601,IMS_INVT01,,VENDOR VERMA,,,73693,,M1-22041.4300003938
2024-06-13,D72SD04070-100,MATA TAP,,2024-06-13,-200,0,221,M1-22041.4300003938,PC,1,-20000000,4900324663,IMS_INVT01,,WS BAGI,,3001382,73715,,
2024-06-13,D76SL2543305,CUTTING WHEEL (ABRASIVE),,2024-06-13,-50,0,221,M1-22041.4300003938,PC,1,-2550000,4900324664,IMS_INVT01,,WS BAGI,,3001079,73720,,
2024-06-13,A10XI02220,SUBDUE,,2024-06-13,-120.00,0,221,M1-22041.4300003938.1,SHT,1,-300069857,4900324463,IMS_INVT01,,FINISHING INKA,,,73619,,M1-22041.4300003938.1
2024-06-13,A11ZJ0016,ALUMINIUM PLATE,,2024-06-13,-12.00,0,221,M1-22041.4300003938.1,SHT,1,-7898880,4900324423,IMS_INVT01,,,,,73637,-,M1-22041.4300003938.1
2024-06-13,A16ND0217L-S40,"STEEL PIPE 1/2""",,2024-06-13,-1,0,221,M1-22041.4300003938.1,STK,1,-434484,4900324511,IMS_INVT01,,WS BAGI,,,73648,,M1-22041.4300003938.1
2024-06-13,A16ND0340L-S40,"STEEL PIPE 1""",,2024-06-13,-2,0,221,M1-22041.4300003938.1,STK,3,-1844234,4900324511,IMS_INVT01,,WS BAGI,,,73648,,M1-22041.4300003938.1
2024-06-13,A16ND0486L-S40,"STEEL PIPE 1 1/2""",,2024-06-13,-5,0,221,M1-22041.4300003938.1,STK,2,-6961543,4900324511,IMS_INVT01,,WS BAGI,,,73648,,M1-22041.4300003938.1
2024-06-13,A16ND0763L-S80,"STEEL PIPE 2 1/2""",,2024-06-13,-1,0,221,M1-22041.4300003938.1,STK,4,-7450000,4900324511,IMS_INVT01,,WS BAGI,,,73648,,M1-22041.4300003938.1
2024-06-13,A28RK74059,CROSS SECTION SIDEWALL RETURN AIR PROFIL,,2024-06-13,-75,0,221,M1-22041.4300003938.1,STK,1,-113243592,4900324607,IMS_INVT01,,WS BAGI,,,73512,,M1-22041.4300003938.1
2024-06-13,B282A18109,Marking seat number K1,,2024-06-13,-6,0,221,M1-22041.4300003938.1,SET,1,-300000,4900324510,IMS_INVT01,,WS BAGI,,,73670,,M1-22041.4300003938.1
2024-06-13,B310A1810900501,BRACKET SUPPORT,,2024-06-13,16,0,222,M1-22041.4300003938.1,PC,1,792000,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810900501,BRACKET SUPPORT,,2024-06-13,-16,0,221,M1-22041.4300003938.1,PC,1,-792000,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810900701,HINGE FRAME,,2024-06-13,-40,0,221,M1-22041.4300003938.1,PC,2,-1008000,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810900701,HINGE FRAME,,2024-06-13,40,0,222,M1-22041.4300003938.1,PC,2,1008000,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810900801,HINGE SHAFT,,2024-06-13,-16,0,221,M1-22041.4300003938.1,PC,1,-96000,4900324621,IMS_INVT01,,,,,73639,,M1-22041.4300003938.1
2024-06-13,B310A18109010101,PIN,,2024-06-13,-16,0,221,M1-22041.4300003938.1,PC,2,-88000,4900324621,IMS_INVT01,,,,,73639,,M1-22041.4300003938.1
2024-06-13,B310A18109010201,PIN HEAD,,2024-06-13,16,0,222,M1-22041.4300003938.1,PC,3,60800,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A18109010201,PIN HEAD,,2024-06-13,-16,0,221,M1-22041.4300003938.1,PC,3,-60800,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810901101,FRAME,,2024-06-13,-16,0,221,M1-22041.4300003938.1,PC,3,-384000,4900324621,IMS_INVT01,,,,,73639,,M1-22041.4300003938.1
2024-06-13,B310A1810901401,FRAME,,2024-06-13,8,0,222,M1-22041.4300003938.1,PC,4,488000,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810901401,FRAME,,2024-06-13,-8,0,221,M1-22041.4300003938.1,PC,4,-488000,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810901601,FRAME,,2024-06-13,-8,0,221,M1-22041.4300003938.1,PC,4,-656000,4900324621,IMS_INVT01,,,,,73639,,M1-22041.4300003938.1
2024-06-13,B310A1810901701,FRAME,,2024-06-13,-8,0,221,M1-22041.4300003938.1,PC,5,-1040000,4900324621,IMS_INVT01,,,,,73639,,M1-22041.4300003938.1
2024-06-13,B310A1810901801,FRAME,,2024-06-13,-8,0,221,M1-22041.4300003938.1,PC,5,-652800,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810901801,FRAME,,2024-06-13,8,0,222,M1-22041.4300003938.1,PC,5,652800,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810902001,FRAME,,2024-06-13,-8,0,221,M1-22041.4300003938.1,PC,6,-656000,4900324621,IMS_INVT01,,,,,73639,,M1-22041.4300003938.1
2024-06-13,B310A1810902201,FRAME,,2024-06-13,30,0,222,M1-22041.4300003938.1,PC,6,3210000,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810902201,FRAME,,2024-06-13,-30,0,221,M1-22041.4300003938.1,PC,6,-3210000,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810902301,MAIN DOOR 1,,2024-06-13,8,0,222,M1-22041.4300003938.1,PC,7,2896000,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810902301,MAIN DOOR 1,,2024-06-13,-8,0,221,M1-22041.4300003938.1,PC,7,-2896000,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810902501,HANDLE,,2024-06-13,16,0,222,M1-22041.4300003938.1,PC,8,451200,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810902501,HANDLE,,2024-06-13,-16,0,221,M1-22041.4300003938.1,PC,8,-451200,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A18109028101,HINGE,,2024-06-13,16,0,222,M1-22041.4300003938.1,PC,9,544000,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A18109028101,HINGE,,2024-06-13,-16,0,221,M1-22041.4300003938.1,PC,9,-544000,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A18109028201,HINGE,,2024-06-13,16,0,222,M1-22041.4300003938.1,PC,10,137600,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A18109028201,HINGE,,2024-06-13,-16,0,221,M1-22041.4300003938.1,PC,10,-137600,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810902901,FRAME,,2024-06-13,8,0,222,M1-22041.4300003938.1,PC,11,480000,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810902901,FRAME,,2024-06-13,-8,0,221,M1-22041.4300003938.1,PC,11,-480000,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810903001,HINGE DOOR SUPPORT,,2024-06-13,16,0,222,M1-22041.4300003938.1,PC,12,256000,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810903001,HINGE DOOR SUPPORT,,2024-06-13,-16,0,221,M1-22041.4300003938.1,PC,12,-256000,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810903301,CABLE DIRECTOR,,2024-06-13,24,0,222,M1-22041.4300003938.1,PC,13,314400,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810903301,CABLE DIRECTOR,,2024-06-13,-24,0,221,M1-22041.4300003938.1,PC,13,-314400,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810903801,CABLE BOX HARTING,,2024-06-13,-4,0,221,M1-22041.4300003938.1,PC,14,-200000,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810903801,CABLE BOX HARTING,,2024-06-13,4,0,222,M1-22041.4300003938.1,PC,14,200000,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810904101,COVER CABLE BOX,,2024-06-13,-4,0,221,M1-22041.4300003938.1,PC,15,-82000,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810904101,COVER CABLE BOX,,2024-06-13,4,0,222,M1-22041.4300003938.1,PC,15,82000,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810904201,COVER CABLE BOX,,2024-06-13,4,0,222,M1-22041.4300003938.1,PC,16,80000,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810904201,COVER CABLE BOX,,2024-06-13,-4,0,221,M1-22041.4300003938.1,PC,16,-80000,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810904401,FRAME,,2024-06-13,-16,0,221,M1-22041.4300003938.1,PC,17,-177600,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810904401,FRAME,,2024-06-13,16,0,222,M1-22041.4300003938.1,PC,17,177600,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810904601,PLATE,,2024-06-13,-4,0,221,M1-22041.4300003938.1,PC,18,-780000,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810904601,PLATE,,2024-06-13,4,0,222,M1-22041.4300003938.1,PC,18,780000,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810904801,FRAME,,2024-06-13,-8,0,221,M1-22041.4300003938.1,PC,7,-1000000,4900324621,IMS_INVT01,,,,,73639,,M1-22041.4300003938.1
2024-06-13,B310A1810905301,GROUNDING BAR,,2024-06-13,-4,0,221,M1-22041.4300003938.1,PC,8,-68000,4900324621,IMS_INVT01,,,,,73639,,M1-22041.4300003938.1
2024-06-13,B310A1810905501,CABLE BOX HARTING,,2024-06-13,-4,0,221,M1-22041.4300003938.1,PC,19,-220000,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810905501,CABLE BOX HARTING,,2024-06-13,4,0,222,M1-22041.4300003938.1,PC,19,220000,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810905601,BUSHING,,2024-06-13,-40,0,221,M1-22041.4300003938.1,PC,9,-680000,4900324621,IMS_INVT01,,,,,73639,,M1-22041.4300003938.1
2024-06-13,B310A1810905701,BRACKET,,2024-06-13,16,0,222,M1-22041.4300003938.1,PC,20,390400,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810905701,BRACKET,,2024-06-13,-16,0,221,M1-22041.4300003938.1,PC,20,-390400,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810906101,FRAME,,2024-06-13,-4,0,221,M1-22041.4300003938.1,PC,21,-240000,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810906101,FRAME,,2024-06-13,4,0,222,M1-22041.4300003938.1,PC,21,240000,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810906201,MAIN BOX,,2024-06-13,4,0,222,M1-22041.4300003938.1,PC,22,4760000,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810906201,MAIN BOX,,2024-06-13,-4,0,221,M1-22041.4300003938.1,PC,22,-4760000,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810906301,MAIN BOX,,2024-06-13,-4,0,221,M1-22041.4300003938.1,PC,23,-4484000,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810906301,MAIN BOX,,2024-06-13,4,0,222,M1-22041.4300003938.1,PC,23,4484000,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810906801,FRAME,,2024-06-13,4,0,222,M1-22041.4300003938.1,PC,24,382800,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810906801,FRAME,,2024-06-13,-4,0,221,M1-22041.4300003938.1,PC,24,-382800,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810907101,FRAME,,2024-06-13,-4,0,221,M1-22041.4300003938.1,PC,25,-240000,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810907101,FRAME,,2024-06-13,4,0,222,M1-22041.4300003938.1,PC,25,240000,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810907201,FRAME,,2024-06-13,4,0,222,M1-22041.4300003938.1,PC,26,288000,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810907201,FRAME,,2024-06-13,-4,0,221,M1-22041.4300003938.1,PC,26,-288000,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810907401,FRAME,,2024-06-13,16,0,222,M1-22041.4300003938.1,PC,27,553600,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810907401,FRAME,,2024-06-13,-16,0,221,M1-22041.4300003938.1,PC,27,-553600,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810907501,FRAME,,2024-06-13,-48,0,221,M1-22041.4300003938.1,PC,28,-304800,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810907501,FRAME,,2024-06-13,48,0,222,M1-22041.4300003938.1,PC,28,304800,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810907601,FRAME,,2024-06-13,4,0,222,M1-22041.4300003938.1,PC,29,192000,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810907601,FRAME,,2024-06-13,-4,0,221,M1-22041.4300003938.1,PC,29,-192000,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810908101,FRAME,,2024-06-13,-8,0,221,M1-22041.4300003938.1,PC,30,-164000,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810908101,FRAME,,2024-06-13,8,0,222,M1-22041.4300003938.1,PC,30,164000,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810908201,FRAME,,2024-06-13,4,0,222,M1-22041.4300003938.1,PC,31,217200,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810908201,FRAME,,2024-06-13,-4,0,221,M1-22041.4300003938.1,PC,31,-217200,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810908301,FRAME,,2024-06-13,-8,0,221,M1-22041.4300003938.1,PC,32,-164000,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810908301,FRAME,,2024-06-13,8,0,222,M1-22041.4300003938.1,PC,32,164000,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810908401,FRAME,,2024-06-13,8,0,222,M1-22041.4300003938.1,PC,33,164000,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810908401,FRAME,,2024-06-13,-8,0,221,M1-22041.4300003938.1,PC,33,-164000,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810908701,FRAME,,2024-06-13,4,0,222,M1-22041.4300003938.1,PC,34,206400,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810908701,FRAME,,2024-06-13,-4,0,221,M1-22041.4300003938.1,PC,34,-206400,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810908801,FRAME,,2024-06-13,-4,0,221,M1-22041.4300003938.1,PC,35,-221200,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810908801,FRAME,,2024-06-13,4,0,222,M1-22041.4300003938.1,PC,35,221200,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810908901,TAPPING PLATE,,2024-06-13,24,0,222,M1-22041.4300003938.1,PC,36,360000,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810908901,TAPPING PLATE,,2024-06-13,-24,0,221,M1-22041.4300003938.1,PC,36,-360000,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810909101,BASE PLATE,,2024-06-13,4,0,222,M1-22041.4300003938.1,PC,37,676000,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810909101,BASE PLATE,,2024-06-13,-4,0,221,M1-22041.4300003938.1,PC,37,-676000,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810909201,BRACKET 1,,2024-06-13,-4,0,221,M1-22041.4300003938.1,PC,38,-312000,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810909201,BRACKET 1,,2024-06-13,4,0,222,M1-22041.4300003938.1,PC,38,312000,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810909301,BRACKET 2,,2024-06-13,4,0,222,M1-22041.4300003938.1,PC,39,312000,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810909301,BRACKET 2,,2024-06-13,-4,0,221,M1-22041.4300003938.1,PC,39,-312000,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810909401,BRACKET 3,,2024-06-13,4,0,222,M1-22041.4300003938.1,PC,40,149600,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810909401,BRACKET 3,,2024-06-13,-4,0,221,M1-22041.4300003938.1,PC,40,-149600,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810909701,BRACKET,,2024-06-13,-4,0,221,M1-22041.4300003938.1,PC,41,-217600,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810909701,BRACKET,,2024-06-13,4,0,222,M1-22041.4300003938.1,PC,41,217600,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810910001,STIFFENER,,2024-06-13,-4,0,221,M1-22041.4300003938.1,PC,42,-157600,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810910001,STIFFENER,,2024-06-13,4,0,222,M1-22041.4300003938.1,PC,42,157600,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810910101,ROUND BAR,,2024-06-13,-8,0,221,M1-22041.4300003938.1,PC,43,-134400,4900324629,IMS_INVT01,,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810910101,ROUND BAR,,2024-06-13,8,0,222,M1-22041.4300003938.1,PC,43,134400,4900326370,IMS_INVT01,REVISI LPPB,,,,73642,,M1-22041.4300003938.1
2024-06-13,B310A1810910201,ROUND BAR,,2024-06-13,-8,0,221,M1-22041.4300003938.1,PC,10,-152000,4900324621,IMS_INVT01,,,,,73639,,M1-22041.4300003938.1
2024-06-13,B310A1810910301,BUSHING,,2024-06-13,-16,0,221,M1-22041.4300003938.1,PC,11,-208000,4900324621,IMS_INVT01,,,,,73639,,M1-22041.4300003938.1
