Material,Plnt,SLoc,S,Special stock number,BUn,Unrestricted,Crcy,Value Unrestricted
B43BE1408020,2301,IS01,Q,,PC,108,IDR,
B43BE1408020,2301,IS01,Q,,PC,32,IDR,
B43BE190006,2301,IS01,Q,,PC,20,IDR,
B43BE190010,2301,IS01,Q,,PC,972,IDR,
B43BE220008,2301,IS01,Q,,PC,392,IDR,
B43BU235006,2301,IS01,Q,,PC,10,IDR,
B43BU237106,2301,IS01,Q,,PC,10,IDR,
B43BU238806,2301,IS01,Q,,PC,20,IDR,
B43CU010003,2301,IS01,,,PC,96,IDR,
B43CU010005,2301,IS01,Q,,PC,6.160,IDR,
B43CU010005,2301,IS01,Q,,PC,530,IDR,
B43CU010005,2301,IS01,Q,,PC,4.250,IDR,
B43CU010005,2301,IS01,Q,,PC,4.080,IDR,
B43CU010006,2301,IS01,Q,,PC,1.215,IDR,
B43CU010008,2301,IS01,Q,,PC,411,IDR,
B43CU010008,2301,IS01,Q,,PC,436,IDR,
B43CU010008,2301,IS01,Q,,PC,100,IDR,
B43CU010008,2301,IS01,Q,,PC,1.152,IDR,
B43CU010010,2301,IS01,Q,,PC,421,IDR,
B43CU010010,2301,IS01,Q,,PC,2.142,IDR,
B43CU010010,2301,IS01,Q,,PC,550,IDR,
B43CU010010,2301,IS01,Q,,PC,2.190,IDR,
B43CU010012,2301,IS01,Q,,PC,56,IDR,
B43CU010012,2301,IS01,Q,,PC,216,IDR,
B43CU010012,2301,IS01,Q,,PC,84,IDR,
B43CU010012,2301,IS01,Q,,PC,188,IDR,
B43CU010016,2301,IS01,Q,,PC,2.252,IDR,
B43CU010016,2301,IS01,Q,,PC,2.616,IDR,
B43CU010016,2301,IS01,Q,,PC,600,IDR,
B43CU010016,2301,IS01,Q,,PC,1.296,IDR,
B43CU010018,2301,IS01,Q,,PC,1.376,IDR,
B43CU010018,2301,IS01,Q,,PC,88,IDR,
B43CU010018,2301,IS01,Q,,PC,88,IDR,
B43CU010020,2301,IS01,Q,,PC,3.435,IDR,
B43CU010020,2301,IS01,Q,,PC,3.815,IDR,
B43CU010020,2301,IS01,Q,,PC,875,IDR,
B43CU010020,2301,IS01,Q,,PC,840,IDR,
B43CU010027,2301,IS01,Q,,PC,17,IDR,
B43CU010030,2301,IS01,Q,,PC,46,IDR,
B43CU010030,2301,IS01,Q,,PC,11,IDR,
B43CU010036,2301,IS01,Q,,PC,20,IDR,
B43CU010036L,2301,IS01,Q,,PC,8,IDR,
B43CU030016#ZW,2301,IS01,Q,,PC,3,IDR,
B43DU010006#GL,2301,IS01,Q,,PC,264,IDR,
B43DU010006#GL,2301,IS01,Q,,PC,44,IDR,
B43DU010010,2301,IS01,,,PC,370,IDR,
B43DU010010,2301,IS01,Q,,PC,30,IDR,
B43DU010012#GL,2301,IS01,Q,,PC,50,IDR,
B43DU010014,2301,IS01,Q,,PC,32,IDR,
B43DU010016,2301,IS01,Q,,PC,1.152,IDR,
B43DU010016,2301,IS01,Q,,PC,2.116,IDR,
B43DU010016,2301,IS01,Q,,PC,600,IDR,
B43DU010016,2301,IS01,Q,,PC,1.296,IDR,
B43DU010016#ZW,2301,IS01,Q,,PC,298,IDR,
B43DU010018,2301,IS01,,,PC,336,IDR,
B43DU010018,2301,IS01,Q,,PC,4,IDR,
B43DU010020,2301,IS01,,,PC,2.850,IDR,
B43DU010020,2301,IS01,Q,,PC,144,IDR,
B43DU010024,2301,IS01,,,PC,11,IDR,
B43DU010024,2301,IS01,Q,,PC,194,IDR,
B43DU010036,2301,IS01,,,PC,50,IDR,
B43DU030020#ZW,2301,IS01,Q,,PC,524,IDR,
B43DU030020#ZW,2301,IS01,Q,,PC,1.104,IDR,
B43DU121078,2301,IS01,Q,,PC,136,IDR,
B43FU010014,2301,IS01,Q,,PC,10,IDR,
B43FU010016,2301,IS01,,,PC,50,IDR,
B43FU010016,2301,IS01,Q,,PC,88,IDR,
B43FU010016,2301,IS01,Q,,PC,26,IDR,
B43FU010016#ZW,2301,IS01,Q,,PC,102,IDR,
B43FU010016#ZW,2301,IS01,Q,,PC,898,IDR,
B43FU120006#ZW,2301,IS01,Q,,PC,80,IDR,
B43FU120006#ZW,2301,IS01,Q,,PC,1.366,IDR,
B43FU120008#ZW,2301,IS01,Q,,PC,4.196,IDR,
B43FU120008#ZW,2301,IS01,Q,,PC,408,IDR,
B43FU120008#ZW,2301,IS01,Q,,PC,1.326,IDR,
B43FU120010#ZW,2301,IS01,Q,,PC,1.043,IDR,
B43FU120010#ZW,2301,IS01,Q,,PC,2,IDR,
B43FU120010#ZW,2301,IS01,Q,,PC,1.064,IDR,
B43FU120012#ZW,2301,IS01,Q,,PC,2.436,IDR,
B43FU120016#ZW,2301,IS01,Q,,PC,1.625,IDR,
B43FU120020#ZW,2301,IS01,Q,,PC,424,IDR,
B43PG240016,2301,IS01,Q,,PC,3,IDR,
B44BE0103,2301,IS01,Q,,PC,2.496,IDR,
B44BE0104,2301,IS01,Q,,PC,2,IDR,
B44BE0104,2301,IS01,Q,,PC,420,IDR,
B44BE0104,2301,IS01,Q,,PC,3.332,IDR,
B44BE0104,2301,IS01,Q,,PC,640,IDR,
B44BE0104,2301,IS01,Q,,PC,82,IDR,
B44BE0104,2301,IS01,Q,,PC,952,IDR,
B44BE0104,2301,IS01,Q,,PC,50,IDR,
B44BE0104,2301,IS01,Q,,PC,250,IDR,
B44BE0105,2301,IS01,Q,,PC,4.430,IDR,
B44BE0105,2301,IS01,Q,,PC,18.991,IDR,
B44BE0105,2301,IS01,Q,,PC,7.945,IDR,
B44BE0105,2301,IS01,Q,,PC,6.360,IDR,
B44BE0105,2301,IS01,Q,,PC,3.760,IDR,
B44BE0106,2301,IS01,Q,,PC,100,IDR,
B44BE0106,2301,IS01,Q,,PC,41.766,IDR,
B44BE0106,2301,IS01,Q,,PC,118.322,IDR,
B44BE0106,2301,IS01,Q,,PC,21.042,IDR,
B44BE0106,2301,IS01,Q,,PC,15.702,IDR,
B44BE0106,2301,IS01,Q,,PC,800,IDR,
B44BE0106,2301,IS01,Q,,PC,252,IDR,
B44BE0106,2301,IS01,Q,,PC,9.848,IDR,
B44BE0108,2301,IS01,Q,,PC,136,IDR,
B44BE0108,2301,IS01,Q,,PC,3.730,IDR,
B44BE0108,2301,IS01,Q,,PC,18.060,IDR,
B44BE0108,2301,IS01,Q,,PC,6.092,IDR,
B44BE0108,2301,IS01,Q,,PC,2.758,IDR,
B44BE0108,2301,IS01,Q,,PC,54,IDR,
B44BE0108,2301,IS01,Q,,PC,50,IDR,
B44BE0108,2301,IS01,Q,,PC,3.850,IDR,
B44BE0108,2301,IS01,Q,,PC,940,IDR,
B44BE0110,2301,IS01,Q,,PC,3.800,IDR,
B44BE0110,2301,IS01,Q,,PC,5.088,IDR,
B44BE0110,2301,IS01,Q,,PC,29.498,IDR,
B44BE0110,2301,IS01,Q,,PC,1.912,IDR,
B44BE0110,2301,IS01,Q,,PC,432,IDR,
B44BE0110,2301,IS01,Q,,PC,156,IDR,
B44BE0112,2301,IS01,Q,,PC,368,IDR,
B44BE0112,2301,IS01,Q,,PC,8,IDR,
B44BE0114,2301,IS01,Q,,PC,24,IDR,
B44BE0116,2301,IS01,Q,,PC,2.886,IDR,
B44BE0116,2301,IS01,Q,,PC,3.052,IDR,
B44BE0116,2301,IS01,Q,,PC,400,IDR,
B44BE0116,2301,IS01,Q,,PC,816,IDR,
B44BE0120,2301,IS01,Q,,PC,80,IDR,
B44BE0122,2301,IS01,Q,,PC,20,IDR,
B44BE0203,2301,IS01,Q,,PC,2.304,IDR,
B44BE0204,2301,IS01,Q,,PC,2.184,IDR,
B44BE0204,2301,IS01,Q,,PC,952,IDR,
B44BE0204,2301,IS01,Q,,PC,996,IDR,
B44BE0204,2301,IS01,Q,,PC,802,IDR,
B44BE0204,2301,IS01,Q,,PC,50,IDR,
B44BE0204,2301,IS01,Q,,PC,250,IDR,
B44BE0205,2301,IS01,Q,,PC,10.301,IDR,
B44BE0205,2301,IS01,Q,,PC,13.523,IDR,
B44BE0205,2301,IS01,Q,,PC,7.945,IDR,
B44BE0205,2301,IS01,Q,,PC,6.360,IDR,
B44BE0205,2301,IS01,Q,,PC,1.650,IDR,
B44BE0206,2301,IS01,Q,,PC,60,IDR,
B44BE0206,2301,IS01,Q,,PC,17.884,IDR,
B44BE0206,2301,IS01,Q,,PC,94.458,IDR,
B44BE0206,2301,IS01,Q,,PC,21.733,IDR,
B44BE0206,2301,IS01,Q,,PC,16.584,IDR,
B44BE0206,2301,IS01,Q,,PC,800,IDR,
B44BE0206,2301,IS01,Q,,PC,28,IDR,
B44BE0206,2301,IS01,Q,,PC,170,IDR,
B44BE0208,2301,IS01,Q,,PC,13.444,IDR,
B44BE0208,2301,IS01,Q,,PC,44.048,IDR,
B44BE0208,2301,IS01,Q,,PC,11.718,IDR,
B44BE0208,2301,IS01,Q,,PC,6.692,IDR,
B44BE0208,2301,IS01,Q,,PC,54,IDR,
B44BE0208,2301,IS01,Q,,PC,3.850,IDR,
B44BE0208,2301,IS01,Q,,PC,4.760,IDR,
B44BE0210,2301,IS01,Q,,PC,110,IDR,
B44BE0210,2301,IS01,Q,,PC,20,IDR,
B44BE0210,2301,IS01,Q,,PC,20.198,IDR,
B44BE0210,2301,IS01,Q,,PC,51.806,IDR,
B44BE0210,2301,IS01,Q,,PC,2.242,IDR,
B44BE0210,2301,IS01,Q,,PC,1.872,IDR,
B44BE0210,2301,IS01,Q,,PC,156,IDR,
B44BE0212,2301,IS01,Q,,PC,576,IDR,
B44BE0212,2301,IS01,Q,,PC,8,IDR,
B44BE0212,2301,IS01,Q,,PC,8,IDR,
B44BE0214,2301,IS01,,,PC,5,IDR,
B44BE0214,2301,IS01,Q,,PC,24,IDR,
B44BE0216,2301,IS01,Q,,PC,46,IDR,
B44BE0216,2301,IS01,Q,,PC,4.163,IDR,
B44BE0216,2301,IS01,Q,,PC,3.052,IDR,
B44BE0216,2301,IS01,Q,,PC,400,IDR,
B44BE0216,2301,IS01,Q,,PC,816,IDR,
B44BE0218,2301,IS01,,,PC,185,IDR,
B44BE060004,2301,IS01,Q,,PC,96,IDR,
B44BE060004,2301,IS01,Q,,PC,176,IDR,
B44BE1111,2301,IS01,Q,,PC,44,IDR,
B44BE1111,2301,IS01,Q,,PC,44,IDR,
B44BU0112,2301,IS01,Q,,PC,224,IDR,
B44BU1506,2301,IS01,Q,,PC,2.918,IDR,
B44BU1612#ZWH,2301,IS01,Q,,PC,1.301,IDR,
B44BU1612#ZWH,2301,IS01,Q,,PC,80,IDR,
B44BU1612#ZWH,2301,IS01,Q,,PC,22,IDR,
B44BU1612#ZWH,2301,IS01,Q,,PC,2.904,IDR,
B44BU161630#ZWH,2301,IS01,Q,,PC,5.225,IDR,
B44BU161640#ZW,2301,IS01,Q,,PC,230,IDR,
B44CU0105,2301,IS01,Q,,PC,2.245,IDR,
B44CU0105,2301,IS01,Q,,PC,6.350,IDR,
B44CU0105,2301,IS01,Q,,PC,3.750,IDR,
B44CU0105,2301,IS01,Q,,PC,3.600,IDR,
B44CU0106,2301,IS01,,,PC,381,IDR,
B44CU0108,2301,IS01,Q,,PC,20,IDR,
B44CU0108,2301,IS01,Q,,PC,1.716,IDR,
B44CU0108,2301,IS01,Q,,PC,1.056,IDR,
B44CU0110,2301,IS01,Q,,PC,116,IDR,
B44CU0110,2301,IS01,Q,,PC,150,IDR,
B44CU0112,2301,IS01,Q,,PC,1.133,IDR,
B44CU0112,2301,IS01,Q,,PC,199,IDR,
B44CU0112,2301,IS01,Q,,PC,275,IDR,
B44CU0112,2301,IS01,Q,,PC,148,IDR,
B44CU0116,2301,IS01,Q,,PC,2.472,IDR,
B44CU0116,2301,IS01,Q,,PC,2.616,IDR,
B44CU0116,2301,IS01,Q,,PC,600,IDR,
B44CU0116,2301,IS01,Q,,PC,1.296,IDR,
B44CU0120,2301,IS01,Q,,PC,193,IDR,
B44CU0120,2301,IS01,Q,,PC,3.379,IDR,
B44CU0120,2301,IS01,Q,,PC,775,IDR,
B44CU0120,2301,IS01,Q,,PC,744,IDR,
B44CU0205,2301,IS01,Q,,PC,2.200,IDR,
B44CU0205,2301,IS01,Q,,PC,6.350,IDR,
B44CU0205,2301,IS01,Q,,PC,3.750,IDR,
B44CU0205,2301,IS01,Q,,PC,3.600,IDR,
B44CU0206,2301,IS01,Q,,PC,2.766,IDR,
B44CU0210,2301,IS01,Q,,PC,74,IDR,
B44CU0210,2301,IS01,Q,,PC,654,IDR,
B44CU0210,2301,IS01,Q,,PC,150,IDR,
B44CU0212,2301,IS01,Q,,PC,27,IDR,
B44CU0212,2301,IS01,Q,,PC,981,IDR,
B44CU0212,2301,IS01,Q,,PC,225,IDR,
B44CU0212,2301,IS01,Q,,PC,844,IDR,
B44CU0216,2301,IS01,Q,,PC,1.442,IDR,
B44CU0216,2301,IS01,Q,,PC,1.526,IDR,
B44CU0216,2301,IS01,Q,,PC,350,IDR,
B44CU0216,2301,IS01,Q,,PC,1.056,IDR,
B44CU0220,2301,IS01,Q,,PC,2.369,IDR,
B44CU0220,2301,IS01,Q,,PC,2.507,IDR,
B44CU0220,2301,IS01,Q,,PC,575,IDR,
B44CU0220,2301,IS01,Q,,PC,552,IDR,
B44CU0720,2301,IS01,Q,,PC,1.186,IDR,
B44DU0106#GL,2301,IS01,Q,,PC,264,IDR,
B44DU0106#GL,2301,IS01,Q,,PC,44,IDR,
B44DU0106#ZW,2301,IS01,Q,,PC,1.053,IDR,
B44DU0106#ZW,2301,IS01,Q,,PC,2.048,IDR,
B44DU01078,2301,IS01,Q,,PC,136,IDR,
B44DU0108,2301,IS01,Q,,PC,32,IDR,
B44DU0108#GL,2301,IS01,,,PC,36,IDR,
B44DU0108#ZW,2301,IS01,Q,,PC,107,IDR,
B44DU0108#ZW,2301,IS01,Q,,PC,27,IDR,
B44DU0108#ZW,2301,IS01,Q,,PC,15.332,IDR,
B44DU0108#ZWH,2301,IS01,Q,,PC,500,IDR,
B44DU0108#ZWH,2301,IS01,Q,,PC,8,IDR,
B44DU0108#ZWH,2301,IS01,Q,,PC,322,IDR,
B44DU0112#GL,2301,IS01,Q,,PC,50,IDR,
B44DU0114,2301,IS01,Q,,PC,36,IDR,
B44DU0116,2301,IS01,Q,,PC,618,IDR,
B44DU0116,2301,IS01,Q,,PC,154,IDR,
B44DU0116,2301,IS01,Q,,PC,150,IDR,
B44DU0116,2301,IS01,Q,,PC,912,IDR,
B44DU0118,2301,IS01,,,PC,16,IDR,
B44DU0120,2301,IS01,,,PC,1.117,IDR,
B44DU0120,2301,IS01,Q,,PC,28,IDR,
B44DU0120,2301,IS01,Q,,PC,144,IDR,
B44DU0124,2301,IS01,,,PC,30,IDR,
B44DU0206,2301,IS01,Q,,PC,48,IDR,
B44DU0206#GL,2301,IS01,Q,,PC,264,IDR,
B44DU0206#GL,2301,IS01,Q,,PC,44,IDR,
B44DU0208#ZW,2301,IS01,Q,,PC,32,IDR,
B44DU0210,2301,IS01,,,PC,95,IDR,
B44DU0210,2301,IS01,Q,,PC,20,IDR,
B44DU0212#GL,2301,IS01,Q,,PC,50,IDR,
B44DU0214,2301,IS01,,,PC,384,IDR,
B44DU0214,2301,IS01,Q,,PC,32,IDR,
B44DU0216,2301,IS01,Q,,PC,2.472,IDR,
B44DU0216,2301,IS01,Q,,PC,2.254,IDR,
B44DU0216,2301,IS01,Q,,PC,600,IDR,
B44DU0216,2301,IS01,Q,,PC,296,IDR,
B44DU0218,2301,IS01,,,PC,578,IDR,
B44DU0218,2301,IS01,Q,,PC,4,IDR,
B44DU0224,2301,IS01,,,PC,180,IDR,
B44DU1716,2301,IS01,Q,,PC,16,IDR,
B44FU0116,2301,IS01,Q,,PC,8,IDR,
B44FU0216,2301,IS01,Q,,PC,8,IDR,
B44GL0108,2301,IS01,Q,,PC,1.680,IDR,
B44GU0114,2301,IS01,Q,,PC,192,IDR,
B44GU0116,2301,IS01,Q,,PC,96,IDR,
B44GU0314,2301,IS01,Q,,PC,32,IDR,
B44GU0316,2301,IS01,Q,,PC,32,IDR,
B44LE0008,2301,IS01,Q,,PC,150,IDR,
B44PA0106,2301,IS01,Q,,PC,396,IDR,
B44PA0108,2301,IS01,Q,,PC,120,IDR,
B44PA0110,2301,IS01,Q,,PC,1.648,IDR,
B44PA0110,2301,IS01,Q,,PC,1.744,IDR,
B44PA0112,2301,IS01,Q,,PC,344,IDR,
B44PA0112,2301,IS01,Q,,PC,44,IDR,
B44PA0118,2301,IS01,Q,,PC,1.464,IDR,
B44PA0118,2301,IS01,Q,,PC,88,IDR,
B44PA0120,2301,IS01,Q,,PC,60,IDR,
B44PA0210,2301,IS01,Q,,PC,3.296,IDR,
B44PA0210,2301,IS01,Q,,PC,3.488,IDR,
B44PA0210,2301,IS01,Q,,PC,400,IDR,
B44PA0210,2301,IS01,Q,,PC,384,IDR,
B44PA0212,2301,IS01,,,PC,460,IDR,
B44PA0212,2301,IS01,Q,,PC,492,IDR,
B44PA0212,2301,IS01,Q,,PC,436,IDR,
B44PA0212,2301,IS01,Q,,PC,100,IDR,
B44PA0212,2301,IS01,Q,,PC,96,IDR,
B44PA0214,2301,IS01,Q,,PC,4,IDR,
B44PA0216,2301,IS01,Q,,PC,1.030,IDR,
B44PA0216,2301,IS01,Q,,PC,1.090,IDR,
B44PA0216,2301,IS01,Q,,PC,250,IDR,
B44PA0216,2301,IS01,Q,,PC,240,IDR,
B44PG01012#ZY,2301,IS01,Q,,PC,352,IDR,
B44SC250010,2301,IS01,Q,,PC,114,IDR,
B44SC250010,2301,IS01,Q,,PC,218,IDR,
B44SC250010,2301,IS01,Q,,PC,50,IDR,
B44SC250010,2301,IS01,Q,,PC,48,IDR,
B44SC250010,2301,IS01,Q,,PC,4,IDR,
B45BE020018,2301,IS01,Q,,PC,20,IDR,
B45BE040025,2301,IS01,,,PC,252,IDR,
B45CT04060500,2301,IS01,Q,,PC,21,IDR,
B45CT04060500,2301,IS01,Q,,PC,18,IDR,
B45CT04060500,2301,IS01,Q,,PC,33,IDR,
B45CU070060,2301,IS01,Q,,PC,1.035,IDR,
B45MR032020,2301,IS01,Q,,PC,698,IDR,
B45MR032020,2301,IS01,Q,,PC,654,IDR,
B45MR032020,2301,IS01,Q,,PC,150,IDR,
B45MR032020,2301,IS01,Q,,PC,144,IDR,
B45MR040040,2301,IS01,Q,,PC,38,IDR,
B45MR040040,2301,IS01,Q,,PC,434,IDR,
B45MR040040,2301,IS01,Q,,PC,2.666,IDR,
B45MR040040,2301,IS01,Q,,PC,1.488,IDR,
B45MR040050,2301,IS01,Q,,PC,350,IDR,
B45MR060042,2301,IS01,Q,,PC,103,IDR,
B45MR060042,2301,IS01,Q,,PC,109,IDR,
B45MR060042,2301,IS01,Q,,PC,25,IDR,
B45MR060042,2301,IS01,Q,,PC,24,IDR,
B45MR063056,2301,IS01,Q,,PC,1.300,IDR,
B45PA032025,2301,IS01,Q,,PC,412,IDR,
B45PA032025,2301,IS01,Q,,PC,436,IDR,
B45PA032025,2301,IS01,Q,,PC,100,IDR,
B45PA032025,2301,IS01,Q,,PC,96,IDR,
B45PA040020,2301,IS01,Q,,PC,412,IDR,
B45PA040020,2301,IS01,Q,,PC,436,IDR,
B45PA040020,2301,IS01,Q,,PC,100,IDR,
B45PA040020,2301,IS01,Q,,PC,96,IDR,
B45PA050016,2301,IS01,Q,,PC,1.648,IDR,
B45PA050016,2301,IS01,Q,,PC,1.744,IDR,
B45PA060060,2301,IS01,Q,,PC,127,IDR,
B45PA060060,2301,IS01,Q,,PC,892,IDR,
B45PA060060,2301,IS01,Q,,PC,225,IDR,
B45PA060060,2301,IS01,Q,,PC,216,IDR,
B45PA060062,2301,IS01,Q,,PC,103,IDR,
B45PA060062,2301,IS01,Q,,PC,109,IDR,
B45PA060062,2301,IS01,Q,,PC,25,IDR,
B45PA060062,2301,IS01,Q,,PC,24,IDR,
B45PA080060,2301,IS01,Q,,PC,1.136,IDR,
B45PA080060,2301,IS01,Q,,PC,1.308,IDR,
B45PA080060,2301,IS01,Q,,PC,300,IDR,
B45PA080060,2301,IS01,Q,,PC,288,IDR,
B45PG025020,2301,IS01,Q,,PC,6,IDR,
B45PG025020,2301,IS01,Q,,PC,191,IDR,
B45PG050032,2301,IS01,Q,,PC,161,IDR,
B460A18013,2301,IS01,Q,,PC,24,IDR,
B460U0320204,2301,IS01,Q,,PC,1,IDR,
B462U03026,2301,IS01,Q,,SET,2,IDR,
B467K51002,2301,IS01,,,PC,4,IDR,
B468R32024,2301,IS01,,,PC,23,IDR,
B469K20008,2301,IS01,,,SET,4,IDR,
B46BE010320125,2301,IS01,Q,,PC,9.000,IDR,
B46BE010320125,2301,IS01,Q,,PC,1.000,IDR,
B46BE01032040,2301,IS01,Q,,PC,32,IDR,
B46BE01032040,2301,IS01,Q,,PC,8.512,IDR,
B46BE01032040,2301,IS01,Q,,PC,6.976,IDR,
B46BE01032040,2301,IS01,Q,,PC,1.600,IDR,
B46BE01032040,2301,IS01,Q,,PC,1.536,IDR,
B46BE01032040,2301,IS01,Q,,PC,352,IDR,
B46BE01040008,2301,IS01,Q,,PC,22.888,IDR,
B46BE010400095,2301,IS01,Q,,PC,13.440,IDR,
B46BE01040010,2301,IS01,Q,,PC,30,IDR,
B46BE01040010,2301,IS01,Q,,PC,15.450,IDR,
B46BE01040011,2301,IS01,Q,,PC,125,IDR,
B46BE010400114,2301,IS01,Q,,PC,150,IDR,
B46BE01040012,2301,IS01,Q,,PC,3.770,IDR,
B46BE01040025,2301,IS01,Q,,PC,24,IDR,
B46BE01040025,2301,IS01,Q,,PC,5.600,IDR,
B46BE01040025,2301,IS01,Q,,PC,8.720,IDR,
B46BE01048009,2301,IS01,Q,,PC,20.000,IDR,
B46BE01048009,2301,IS01,Q,,PC,420,IDR,
B46BE01048019,2301,IS01,Q,,PC,50,IDR,
B46BE020004,2301,IS01,Q,,PC,10,IDR,
B46BE020006,2301,IS01,,,PC,4.900,IDR,
B46BE020006,2301,IS01,Q,,PC,11,IDR,
B46BE020006,2301,IS01,Q,,PC,352,IDR,
B46BE020006,2301,IS01,Q,,PC,1.743,IDR,
B46BE020006,2301,IS01,Q,,PC,220,IDR,
B46BE020006,2301,IS01,Q,,PC,8.524,IDR,
B46BE020008,2301,IS01,Q,,PC,1.016,IDR,
B46BE020008,2301,IS01,Q,,PC,542,IDR,
B46BE020008,2301,IS01,Q,,PC,910,IDR,
B46BE020010,2301,IS01,Q,,PC,400,IDR,
B46BE020104,2301,IS01,Q,,PC,360,IDR,
B46BE020104,2301,IS01,Q,,PC,5.050,IDR,
B46BE020104,2301,IS01,Q,,PC,3.500,IDR,
B46BE020104,2301,IS01,Q,,PC,1.000,IDR,
B46BE020104,2301,IS01,Q,,PC,100,IDR,
B46BE080006,2301,IS01,Q,,PC,40,IDR,
B46BE080008,2301,IS01,Q,,PC,15,IDR,
B46BE080008,2301,IS01,Q,,PC,160,IDR,
B46BE080008,2301,IS01,Q,,PC,1.220,IDR,
B46BE080008,2301,IS01,Q,,PC,300,IDR,
B46BE080008,2301,IS01,Q,,PC,405,IDR,
B46BE12050010,2301,IS01,Q,,PC,99,IDR,
B46BU010640095#ZW,2301,IS01,Q,,PC,25.813,IDR,
B46BU010640158#ZW,2301,IS01,Q,,PC,38.974,IDR,
B46BU011600158#ZW,2301,IS01,Q,,PC,19.210,IDR,
B46BU122424#ZW,2301,IS01,,,PC,7,IDR,
B46BU122428#ZW,2301,IS01,,,PC,2,IDR,
B46NB01030016,2301,IS01,,,PC,50,IDR,
B46NB01040020,2301,IS01,Q,,PC,9.519,IDR,
B46NB01040020,2301,IS01,Q,,PC,110.295,IDR,
B46NB01040020,2301,IS01,Q,,PC,41.975,IDR,
B46NB01040020,2301,IS01,Q,,PC,33.114,IDR,
B46NB01040025,2301,IS01,Q,,PC,250,IDR,
B46NB01050016,2301,IS01,Q,,PC,147,IDR,
B46PG121210,2301,IS01,Q,,PC,1.048,IDR,
B46PG121210,2301,IS01,Q,,PC,1.095,IDR,
B46PG122008,2301,IS01,Q,,PC,564,IDR,
B46PG122008,2301,IS01,Q,,PC,99,IDR,
B46PG122008,2301,IS01,Q,,PC,4.836,IDR,
B46PG122016,2301,IS01,Q,,PC,705,IDR,
B46PG122416,2301,IS01,Q,,PC,1.671,IDR,
B46PG122424,2301,IS01,Q,,PC,170,IDR,
B46PG122424,2301,IS01,Q,,PC,1.449,IDR,
B46PG122428,2301,IS01,Q,,PC,30,IDR,
B46PG122432,2301,IS01,Q,,PC,12,IDR,
B46PG122432,2301,IS01,Q,,PC,394,IDR,
B46PG122436,2301,IS01,Q,,PC,3.840,IDR,
B46PG21040012,2301,IS01,Q,,PC,48,IDR,
B47AE010001,2301,IS01,Q,,PC,10,IDR,
B47AE020001,2301,IS01,Q,,PC,10,IDR,
B47AE020002,2301,IS01,Q,,PC,10,IDR,
B47AE030001,2301,IS01,Q,,PC,10,IDR,
B47AE040034,2301,IS01,Q,,PC,20,IDR,
B47AE041210,2301,IS01,Q,,PC,10,IDR,
B48CC0307,2301,IS01,Q,,PC,12,IDR,
B48RD0029,2301,IS01,Q,,PC,18,IDR,
B500K56205,2301,IS01,Q,,SET,500,IDR,
B500K56205,2301,IS01,Q,,SET,120,IDR,
B500K74004,2301,IS01,Q,,PC,44,IDR,
B500K74004,2301,IS01,Q,,PC,80,IDR,
B501A17001,2301,IS01,Q,,PC,6,IDR,
B501A17001,2301,IS01,Q,,PC,12,IDR,
B501A17001,2301,IS01,Q,,PC,14,IDR,
B501A17001,2301,IS01,Q,,PC,488,IDR,
B501A17001,2301,IS01,Q,,PC,12,IDR,
B501A17002,2301,IS01,Q,,PC,16,IDR,
B501A17002,2301,IS01,Q,,PC,24,IDR,
B501A17002,2301,IS01,Q,,PC,156,IDR,
B501A1830303,2301,IS01,Q,,PC,24,IDR,
B501A18307,2301,IS01,Q,,PC,38,IDR,
B503S21527,2301,IS01,Q,,PC,321,IDR,
B503X0402501,2301,IS01,,,PC,20,IDR,
B503X1003600A,2301,IS01,,,PC,146,IDR,
B50AA01002,2301,IS01,Q,,SHT,"4,00",IDR,
B50AA02001,2301,IS01,Q,,ROL,4,IDR,
B50AA02003,2301,IS01,Q,,PC,4,IDR,
B50AA03181,2301,IS01,Q,,CAR,109,IDR,
B50AA03182,2301,IS01,Q,,CAR,91,IDR,
B50AA03183,2301,IS01,Q,,CAR,24,IDR,
B50AA03184,2301,IS01,Q,,CAR,22,IDR,
B50AA03185,2301,IS01,Q,,CAR,1,IDR,
B50AA03186,2301,IS01,Q,,CAR,2,IDR,
B50AA03720,2301,IS01,Q,,CAR,11,IDR,
B50AC02202,2301,IS01,Q,,PC,14,IDR,
B50AC03002,2301,IS01,Q,,PC,212,IDR,
B50AC03002,2301,IS01,Q,,PC,436,IDR,
B50AC03002,2301,IS01,Q,,PC,4,IDR,
B50AC03003,2301,IS01,Q,,PC,30,IDR,
B50AC1200,2301,IS01,Q,,PC,22,IDR,
B50AC1200,2301,IS01,Q,,PC,198,IDR,
B50AC1200,2301,IS01,Q,,PC,390,IDR,
B50AC1200,2301,IS01,Q,,PC,48,IDR,
B50AC1200,2301,IS01,Q,,PC,25,IDR,
B50AC1200,2301,IS01,Q,,PC,2,IDR,
B50AC1200,2301,IS01,Q,,PC,12,IDR,
B50AC1212,2301,IS01,Q,,PC,41,IDR,
B50AC1400,2301,IS01,Q,,PC,4,IDR,
B50AC1400,2301,IS01,Q,,PC,2,IDR,
B50AC1400,2301,IS01,Q,,PC,4,IDR,
B50AC1400,2301,IS01,Q,,PC,20,IDR,
B50AC1400,2301,IS01,Q,,PC,88,IDR,
B50AC1400,2301,IS01,Q,,PC,88,IDR,
