Project Definition,WBS Element,Sales Document,Sales Document Item
M1-20010,M1-20010.4300002265,1100000513,680
M1-20010,M1-20010.4300002265,1100000513,690
M1-20010,M1-20010.4300002265,1100000513,700
M1-20010,M1-20010.4300002265,1100000513,710
M1-20010,M1-20010.4300002265,1100000513,720
M1-20010,M1-20010.4300002265,1100000513,730
M1-20010,M1-20010.4300002265,1100000513,740
M1-20010,M1-20010.4300002265,1100000513,750
M1-20010,M1-20010.4300002265,1100000513,760
M1-20010,M1-20010.4300002265,1100000513,770
M1-20010,M1-20010.4300002265,1100000513,780
M1-20010,M1-20010.4300002265,1100000513,790
M1-20010,M1-20010.4300002265,1100000513,800
M1-20010,M1-20010.4300002265,1100000513,810
M1-20010,M1-20010.4300002265,1100000513,820
M1-20010,M1-20010.4300002265,1100000513,830
M1-20010,M1-20010.4300002265,1100000513,840
M1-20010,M1-20010.4300002265,1100000513,850
M1-20010,M1-20010.4300002265,1100000513,860
M1-20010,M1-20010.4300002265,1100000513,870
M1-20010,M1-20010.4300002265,1100000513,880
M1-20010,M1-20010.4300002265,1100000513,890
M1-20010,M1-20010.4300002265,1100000513,900
M1-20010,M1-20010.4300002265,1100000513,910
M1-20010,M1-20010.4300002265,1100000513,920
M1-20010,M1-20010.4300002265,1100000513,930
M1-20010,M1-20010.4300002265,1100000513,940
M1-20010,M1-20010.4300002265,1100000513,950
M1-20010,M1-20010.4300002265,1100000513,960
M1-20010,M1-20010.4300002265,1100000513,970
M1-20010,M1-20010.4300002265,1100000513,980
M1-20010,M1-20010.4300002265,1100000513,990
M1-20010,M1-20010.4300002265,1100000513,1000
M1-20010,M1-20010.4300002265,1100000513,1010
M1-20010,M1-20010.4300002265,1100000513,1020
M1-20010,M1-20010.4300002265,1100000513,1030
M1-20010,M1-20010.4300002265,1100000513,1040
M1-20010,M1-20010.4300002265,1100000513,1050
M1-20010,M1-20010.4300002265,1100000513,1060
M1-20010,M1-20010.4300002265,1100000513,1070
M1-20010,M1-20010.4300002265,1100000513,1080
M1-20010,M1-20010.4300002265,1100000513,1090
M1-20010,M1-20010.4500009074,1100000340,20
M1-20015,M1-20015.4300002498,1100000051,10
M1-20015,M1-20015.4300002556,1100000269,10
M1-20015,M1-20015.4300002556,1100000269,20
M1-20015,M1-20015.4300002556,1100000269,30
M1-20015,M1-20015.4300002556,1100000269,40
M1-20015,M1-20015.4300002556,1100000273,10
M1-20015,M1-20015.4300002556,1100000273,20
M1-20016,M1-20016.4300002210,1100000163,10
M1-20020,M1-20020.4500009439,1100000247,10
M1-20020,M1-20020.4500009439,1100000247,20
M1-20020,M1-20020.4500009439,1100000247,30
M1-20020,M1-20020.4500009439,1100000247,40
M1-20020,M1-20020.4500009439,1100000247,50
M1-20020,M1-20020.4500009439,1100000247,60
M1-20020,M1-20020.4500009439,1100000247,70
M1-20020,M1-20020.4500009439,1100000348,10
M1-20020,M1-20020.4500009360,1100000222,10
M1-20020,M1-20020.4500009360,1100000222,20
M1-20020,M1-20020.4500009360,1100000246,10
M1-20020,M1-20020.4500009396,1100000250,10
M1-20021,M1-20021.4500009370,1100000244,10
M1-20021,M1-20021.4500009370,1100000244,20
M1-20021,M1-20021.4500009370,1100000341,10
M1-20021,M1-20021.4500009370,1100000341,20
M1-20021,M1-20021.4500009466,1100000228,10
M1-20021,M1-20021.4500009466,1100000228,20
M1-20021,M1-20021.4500009466,1100000228,30
M1-20021,M1-20021.4500009466,1100000228,40
M1-20021,M1-20021.4500009466,1100000228,50
M1-20021,M1-20021.4500009466,1100000228,60
M1-20021,M1-20021.4500009466,1100000228,70
M1-20021,M1-20021.4500009466,1100000228,80
M1-20025,M1-20025.4500009494,1100000248,10
M1-20027,M1-20027.4300002592,1100000231,10
M1-20027,M1-20027.4300002592,1100000231,20
M1-20027,M1-20027.4300002592,1100000231,30
M1-20027,M1-20027.4300002592,1100000231,40
M1-21001,M1-21001.4300002812,1100000087,10
M1-21001,M1-21001.4300003093,1100000173,20
M1-21001,M1-21001.4300002903,1100000164,10
M1-21001,M1-21001.4300003192,1100000169,10
M1-21001,M1-21001.4300003192,1100000169,20
M1-21001,M1-21001.4300002912,1100000448,10
M1-21001,M1-21001.4300002912,1100000448,20
M1-21001,M1-21001.4300002912,1100000448,30
M1-21001,M1-21001.4300002912,1100000448,40
M1-21001,M1-21001.4300002912,1100000448,50
M1-21002,M1-21002.4300002925,1100000275,10
M1-21002,M1-21002.4300002925,1100000402,10
M1-21002,M1-21002.4300003086,1100000374,20
M1-21003,M1-21003.4300003072,1100000068,10
M1-21004,M1-21004.4500009618,1100000251,10
M1-21004,M1-21004.4500009686,1100000249,10
M1-21004,M1-21004.4500009778,1100000122,10
M1-21004,M1-21004.4500009778,1100000201,10
M1-21004,M1-21004.4300002812,1100000580,10
M1-21004,M1-21004.4300002812,1100000580,20
M1-21004,M1-21004.4300003022,1100000084,10
M1-21004,M1-21004.4300002916,1100000086,10
M1-21004,M1-21004.4300002781,1100000060,10
M1-21004,M1-21004.4300002920,1100000166,30
M1-21004,M1-21004.4300002920,1100000166,40
M1-21004,M1-21004.4300002920,1100000166,70
M1-21004,M1-21004.4300002920,1100000166,80
M1-21004,M1-21004.4300002920,1100000166,90
M1-21004,M1-21004.4500009766,1100000121,10
M1-21004,M1-21004.4300003145,1100000224,10
M1-21004,M1-21004.4300003145,1100000224,20
M1-21004,M1-21004.4300003145,1100000224,30
M1-21004,M1-21004.4300003145,1100000224,80
M1-21004,M1-21004.4300003145,1100000224,90
M1-21004,M1-21004.4300003145,1100000224,100
M1-21004,M1-21004.4300003145,1100000224,110
M1-21004,M1-21004.4300003145,1100000224,120
M1-21004,M1-21004.4300003145,1100000224,130
M1-21004,M1-21004.4300003145,1100000224,140
M1-21004,M1-21004.4300003145,1100000224,150
M1-21004,M1-21004.4300003145,1100000224,160
M1-21004,M1-21004.4300003145,1100000224,170
M1-21004,M1-21004.4300003145,1100000224,180
M1-21004,M1-21004.4300003145,1100000224,190
M1-21004,M1-21004.4300003145,1100000224,200
M1-21004,M1-21004.4300003145,1100000224,210
M1-21004,M1-21004.4300003145,1100000224,220
M1-21004,M1-21004.4300003145,1100000224,230
M1-21004,M1-21004.4300003145,1100000224,240
M1-21004,M1-21004.4300003145,1100000224,250
M1-21004,M1-21004.4300003145,1100000224,260
M1-21004,M1-21004.4300003145,1100000224,270
M1-21004,M1-21004.4300003145,1100000224,280
M1-21004,M1-21004.4300003145,1100000224,290
M1-21004,M1-21004.4300003145,1100000224,300
M1-21004,M1-21004.4300003145,1100000224,310
M1-21004,M1-21004.4300003145,1100000224,320
M1-21004,M1-21004.4300003145,1100000224,330
M1-21004,M1-21004.4300003145,1100000224,340
M1-21004,M1-21004.4300003145,1100000224,350
M1-21004,M1-21004.4300003145,1100000224,360
M1-21004,M1-21004.4300003145,1100000224,370
M1-21004,M1-21004.4300003145,1100000224,380
M1-21004,M1-21004.4300003145,1100000224,390
M1-21004,M1-21004.4300003145,1100000224,400
M1-21004,M1-21004.4300003145,1100000224,410
M1-21004,M1-21004.4300003145,1100000224,420
M1-21004,M1-21004.4300003233,1100000225,60
M1-21004,M1-21004.4300003233,1100000225,70
M1-21004,M1-21004.4300003233,1100000225,100
M1-21004,M1-21004.4300003233,1100000225,110
M1-21004,M1-21004.4300002778,1100000229,190
M1-21004,M1-21004.4300002778,1100000229,200
M1-21004,M1-21004.4300002778,1100000229,210
M1-21004,M1-21004.4300002778,1100000229,220
M1-21004,M1-21004.4300003086,1100000374,30
M1-21004,M1-21004.4300003086,1100000374,40
M1-21004,M1-21004.4300003086,1100000374,50
M1-21004,M1-21004.4300003086,1100000374,60
M1-21004,M1-21004.4300003086,1100000374,70
M1-21004,M1-21004.4300003086,1100000374,80
M1-21004,M1-21004.4300003086,1100000374,90
M1-21004,M1-21004.4300003086,1100000374,100
M1-21004,M1-21004.4300003086,1100000380,10
M1-21004,M1-21004.4300003157,1100000372,10
M1-21004,M1-21004.4300003157,1100000372,20
M1-21004,M1-21004.4300003157,1100000372,30
M1-21004,M1-21004.4300003157,1100000372,40
M1-21004,M1-21004.4300003157,1100000372,50
M1-21004,M1-21004.4300003157,1100000372,60
M1-21004,M1-21004.4300003157,1100000372,70
M1-21004,M1-21004.4300003157,1100000372,80
M1-21004,M1-21004.4300003157,1100000372,90
M1-21004,M1-21004.4300003157,1100000372,100
M1-21006,M1-21006.4300002795,1100000085,10
M1-21006,M1-21006.4300002979,1100000167,20
M1-21006,M1-21006.4300003233,1100000225,50
M1-21007,M1-21007.4500009706,1100000242,10
M1-21007,M1-21007.4500009706,1100000242,20
M1-21007,M1-21007.4500009706,1100000242,30
M1-21007,M1-21007.4500009744,1100000349,10
M1-21007,M1-21007.4300003072,1100000168,20
M1-21007,M1-21007.4300002641,1100000070,10
M1-21007,M1-21007.4300003093,1100000079,10
M1-21007,M1-21007.4500009669,1100000235,10
M1-21007,M1-21007.4500009669,1100000235,20
M1-21007,M1-21007.4500009669,1100000235,30
M1-21007,M1-21007.4500009669,1100000283,10
M1-21007,M1-21007.4300003233,1100000225,80
M1-21007,M1-21007.4300003233,1100000225,90
M1-21007,M1-21007.4300002778,1100000229,130
M1-21007,M1-21007.4300002778,1100000229,140
M1-21007,M1-21007.4300002778,1100000229,150
M1-21007,M1-21007.4300002778,1100000229,160
M1-21007,M1-21007.4300002778,1100000229,170
M1-21007,M1-21007.4300002778,1100000229,180
M1-21007,M1-21007.4500009726,1100000342,10
M1-21007,M1-21007.4500009726,1100000342,20
M1-21007,M1-21007.4300003086,1100000374,110
M1-21008,M1-21008.4300003186,1100000062,10
M1-21008,M1-21008.4300003203,1100000170,10
M1-21008,M1-21008.4500009741,1100000211,10
M1-21009,M1-21009.4300003259,1100000214,10
M1-21009,M1-21009.4300003259,1100000214,20
M1-21009,M1-21009.4300003259,1100000214,30
M1-21009,M1-21009.4300003259,1100000214,40
M1-21009,M1-21009.4300003259,1100000214,50
M1-21009,M1-21009.4300003259,1100000214,60
M1-21009,M1-21009.4300003259,1100000214,70
M1-21009,M1-21009.4300003259,1100000214,80
M1-21009,M1-21009.4300003259,1100000214,90
M1-21009,M1-21009.4300003259,1100000214,100
M1-21009,M1-21009.4300003259,1100000214,110
M1-21009,M1-21009.4300003259,1100000214,120
M1-21009,M1-21009.4300003259,1100000214,130
M1-21009,M1-21009.4300003259,1100000214,140
M1-21009,M1-21009.4300003259,1100000214,150
M1-21009,M1-21009.4300003259,1100000214,160
M1-21009,M1-21009.4300003259,1100000214,170
M1-21009,M1-21009.4300003259,1100000214,180
M1-21009,M1-21009.4300003259,1100000214,190
M1-21009,M1-21009.4300003259,1100000214,200
M1-21009,M1-21009.4300003259,1100000214,210
M1-21009,M1-21009.4300003259,1100000214,220
M1-21009,M1-21009.4300003259,1100000214,230
M1-21009,M1-21009.4300003259,1100000214,240
M1-21009,M1-21009.4300003259,1100000214,250
M1-21009,M1-21009.4300003259,1100000214,260
M1-21009,M1-21009.4300003259,1100000214,270
M1-21009,M1-21009.4300003259,1100000214,280
M1-21009,M1-21009.4300003259,1100000214,290
M1-21009,M1-21009.4300003259,1100000214,300
M1-21009,M1-21009.4300003259,1100000214,310
M1-21009,M1-21009.4300003259,1100000214,320
M1-21009,M1-21009.4300003259,1100000214,330
M1-21009,M1-21009.4300003259,1100000214,340
M1-21009,M1-21009.4300003259,1100000214,350
M1-21009,M1-21009.4300003259,1100000214,360
M1-21009,M1-21009.4300003259,1100000214,370
M1-21009,M1-21009.4300003259,1100000214,380
M1-21009,M1-21009.4300003259,1100000214,390
M1-21009,M1-21009.4300003259,1100000214,400
M1-21009,M1-21009.4300003259,1100000214,410
M1-21009,M1-21009.4300003259,1100000214,420
M1-21009,M1-21009.4300003259,1100000214,430
M1-21009,M1-21009.4300003259,1100000214,440
M1-21009,M1-21009.4300003259,1100000214,450
M1-21009,M1-21009.4300003259,1100000214,460
M1-21009,M1-21009.4300003259,1100000214,470
M1-21009,M1-21009.4300003259,1100000271,10
M1-21009,M1-21009.4300003259,1100000271,20
M1-21009,M1-21009.4300003259,1100000271,30
M1-21009,M1-21009.4300003259,1100000276,30
M1-21009,M1-21009.4300003259,1100000276,40
M1-21009,M1-21009.4300003259,1100000276,50
M1-21009,M1-21009.4300003259,1100000276,60
M1-21009,M1-21009.4300003259,1100000276,70
M1-21009,M1-21009.4300003259,1100000276,80
M1-21009,M1-21009.4300003259,1100000276,90
M1-21009,M1-21009.4300003259,1100000276,100
M1-21009,M1-21009.4300003259,1100000375,10
M1-21009,M1-21009.4300003259,1100000375,20
M1-21009,M1-21009.4300003259,1100000375,30
M1-21009,M1-21009.4300003259,1100000385,10
M1-21009,M1-21009.4300003259,1100000385,20
M1-21009,M1-21009.4300003259,1100000385,30
M1-21009,M1-21009.4300003259,1100000385,40
M1-21009,M1-21009.9000000036,1100000360,10
M1-21009,M1-21009.9000000036,1100000360,20
M1-21009,M1-21009.9000000036,1100000360,30
M1-21009,M1-21009.9000000036,1100000360,40
M1-21009,M1-21009.9000000036,1100000360,50
M1-21009,M1-21009.9000000036,1100000360,60
M1-21009,M1-21009.9000000036,1100000360,70
M1-21009,M1-21009.9000000036,1100000360,80
M1-21009,M1-21009.9000000036,1100000360,90
M1-21009,M1-21009.9000000036,1100000360,100
M1-21009,M1-21009.9000000036,1100000360,110
M1-21009,M1-21009.9000000036,1100000360,120
M1-21009,M1-21009.9000000036,1100000360,130
M1-21009,M1-21009.9000000036,1100000360,140
M1-21009,M1-21009.9000000036,1100000360,150
M1-21009,M1-21009.9000000036,1100000360,160
M1-21009,M1-21009.9000000036,1100000360,170
M1-21009,M1-21009.9000000036,1100000360,180
M1-21009,M1-21009.9000000036,1100000360,190
M1-21010,M1-21010.4300003043,1100000080,10
M1-21011,M1-21011.4500009764,1100000083,10
M1-21011,M1-21011.4300003233,1100000225,10
M1-21011,M1-21011.4300003233,1100000225,20
M1-21011,M1-21011.4300003233,1100000225,30
M1-21011,M1-21011.4300003233,1100000225,40
M1-21012,M1-21012.4300002795,1100000218,10
M1-21012,M1-21012.4300002795,1100000218,20
M1-21012,M1-21012.4300002795,1100000218,30
M1-21012,M1-21012.4300002795,1100000218,40
M1-21012,M1-21012.4300002795,1100000218,50
M1-21012,M1-21012.4300003492,1100000464,10
M1-21012,M1-21012.4300003492,1100000464,20
M1-21013,M1-21013.4300002936,1100000226,80
M1-21013,M1-21013.4300002936,1100000226,90
M1-21013,M1-21013.4300002936,1100000226,100
M1-21013,M1-21013.4300002936,1100000226,110
M1-21013,M1-21013.4300002936,1100000226,120
M1-21013,M1-21013.4300002936,1100000226,130
M1-21013,M1-21013.4300002936,1100000226,140
M1-21013,M1-21013.4300002936,1100000226,150
M1-21013,M1-21013.4300002936,1100000226,160
M1-21013,M1-21013.4300002936,1100000226,170
M1-21013,M1-21013.4300002936,1100000226,180
M1-21013,M1-21013.4300002936,1100000226,190
M1-21013,M1-21013.4300002936,1100000226,200
M1-21013,M1-21013.4300002936,1100000226,210
M1-21013,M1-21013.4300002936,1100000226,220
M1-21013,M1-21013.4300002936,1100000226,230
M1-21013,M1-21013.4300002936,1100000226,240
M1-21013,M1-21013.4300002936,1100000226,250
M1-21014,M1-21014.4300002860,1100000371,10
M1-21014,M1-21014.4300002860,1100000371,20
M1-21014,M1-21014.4300002860,1100000371,30
M1-21014,M1-21014.4300002860,1100000371,40
M1-21014,M1-21014.4300002860,1100000371,50
M1-21014,M1-21014.4300002860,1100000371,60
M1-21014,M1-21014.4300002860,1100000371,70
M1-21014,M1-21014.4300002860,1100000371,80
M1-21014,M1-21014.4300002860,1100000371,90
M1-21014,M1-21014.4300002860,1100000371,100
M1-21014,M1-21014.4300002860,1100000371,110
M1-21014,M1-21014.4300002860,1100000371,120
M1-21014,M1-21014.4300002860,1100000371,130
M1-21014,M1-21014.4300002860,1100000371,140
M1-21015,M1-21015.4300002778,1100000229,10
M1-21015,M1-21015.4300002778,1100000229,20
M1-21015,M1-21015.4300002778,1100000229,30
M1-21015,M1-21015.4300002778,1100000229,40
M1-21015,M1-21015.4300002778,1100000229,50
M1-21015,M1-21015.4300002778,1100000229,60
M1-21015,M1-21015.4300002778,1100000229,70
M1-21015,M1-21015.4300002778,1100000229,80
M1-21015,M1-21015.4300002778,1100000229,90
M1-21015,M1-21015.4300002778,1100000229,100
M1-21015,M1-21015.4300002778,1100000229,110
M1-21015,M1-21015.4300002778,1100000229,120
M1-21018,M1-21018.4300003329,1100000449,10
M1-21018,M1-21018.4300003329,1100000449,20
M1-21018,M1-21018.4300003329,1100000449,30
M1-21018,M1-21018.4300003329,1100000449,40
M1-21018,M1-21018.4300003329,1100000449,50
M1-21018,M1-21018.4300003329,1100000449,60
M1-21018,M1-21018.4300003329,1100000449,70
M1-21018,M1-21018.4300003329,1100000449,80
M1-21018,M1-21018.4300003329,1100000449,90
M1-21020,M1-21020.4300003145,1100000224,40
M1-21020,M1-21020.4300003145,1100000224,50
M1-21020,M1-21020.4300003145,1100000224,60
M1-21020,M1-21020.4300003145,1100000224,70
M1-21020,M1-21020.4300004275,1100000602,10
M1-21020,M1-21020.4300004275,1100000602,20
M1-21021,M1-21021.4500009727,1100000245,10
M1-21021,M1-21021.4500009727,1100000245,20
M1-21022,M1-21022.4500009721,1100000200,10
M1-21022,M1-21022.4500009721,1100000200,20
M1-21024,M1-21024.4300003092,1100000082,10
M1-21027,M1-21027.4300002936,1100000226,10
M1-21027,M1-21027.4300002936,1100000226,20
M1-21027,M1-21027.4300002936,1100000226,30
M1-21027,M1-21027.4300002936,1100000226,40
M1-21027,M1-21027.4300002936,1100000226,50
M1-21027,M1-21027.4300002936,1100000226,60
M1-21027,M1-21027.4300002936,1100000226,70
M1-21027,M1-21027.4300002936,1100000514,10
M1-21027,M1-21027.4300002936,1100000514,20
M1-21027,M1-21027.4300002936,1100000514,30
M1-21027,M1-21027.4300002936,1100000514,40
M1-21027,M1-21027.4300002936,1100000514,50
M1-21027,M1-21027.4300002936,1100000514,60
M1-21027,M1-21027.4300002936,1100000514,70
M1-21030,M1-21030.4300002781,1100000274,10
M1-21030,M1-21030.4300002781,1100000274,20
M1-21030,M1-21030.4300002781,1100000274,30
M1-21030,M1-21030.4300002781,1100000274,40
M1-21030,M1-21030.4300002781,1100000274,50
M1-21032,M1-21032.4300003116,1100000076,10
M1-21033,M1-21033.4300003186,1100000566,20
M1-21033,M1-21033.4300003186,1100000566,30
M1-21034,M1-21034.4300003186,1100000566,10
M1-22001,M1-22001.4300003434,1100000376,10
M1-22001,M1-22001.4300003457,1100000377,10
M1-22001,M1-22001.4300003457,1100000377,20
M1-22001,M1-22001.4300003457,1100000377,30
M1-22001,M1-22001.4300003457,1100000377,40
M1-22001,M1-22001.4300003457,1100000377,50
M1-22001,M1-22001.4300003338,1100000219,20
M1-22001,M1-22001.4300003338,1100000219,30
M1-22001,M1-22001.4300003338,1100000219,40
M1-22001,M1-22001.4300003338,1100000219,50
M1-22001,M1-22001.4300003338,1100000219,60
M1-22001,M1-22001.4300003695,1100000522,10
M1-22001,M1-22001.4300003695,1100000522,20
M1-22001,M1-22001.4300003695,1100000522,30
M1-22001,M1-22001.4300003695,1100000522,40
M1-22001,M1-22001.4300003695,1100000522,50
M1-22001,M1-22001.4300003695,1100000522,60
M1-22001,M1-22001.4300003749,1100000525,10
M1-22001,M1-22001.4300003749,1100000525,20
M1-22001,M1-22001.4300003749,1100000525,30
M1-22001,M1-22001.4300003749,1100000525,40
M1-22001,M1-22001.4300003749,1100000525,50
M1-22001,M1-22001.4300003749,1100000525,60
M1-22001,M1-22001.4300003749,1100000525,70
M1-22001,M1-22001.4300003700,1100000523,10
M1-22001,M1-22001.4300003556,1100000404,10
M1-22001,M1-22001.4300003556,1100000404,20
M1-22001,M1-22001.4300003556,1100000404,30
M1-22001,M1-22001.4300003556,1100000520,10
M1-22001,M1-22001.4300003556,1100000520,20
M1-22001,M1-22001.4300003556,1100000520,30
M1-22001,M1-22001.4300003616,1100000462,10
M1-22001,M1-22001.4300003586,1100000379,10
M1-22001,M1-22001.4300003586,1100000379,20
M1-22001,M1-22001.4300003476,1100000387,20
M1-22001,M1-22001.4300003476,1100000387,30
M1-22001,M1-22001.4300003543,1100000390,10
M1-22001,M1-22001.4300003543,1100000390,20
M1-22001,M1-22001.4300003543,1100000390,30
M1-22001,M1-22001.4300003543,1100000390,40
M1-22001,M1-22001.4300003543,1100000390,50
M1-22001,M1-22001.4300003543,1100000450,10
M1-22001,M1-22001.4300003543,1100000450,20
M1-22001,M1-22001.4300003543,1100000450,30
M1-22001,M1-22001.4300003543,1100000450,40
M1-22001,M1-22001.4300003543,1100000450,50
M1-22001,M1-22001.4300003543,1100000450,60
M1-22001,M1-22001.4300003683,1100000521,10
M1-22001,M1-22001.4300003683,1100000521,20
M1-22001,M1-22001.4300003683,1100000521,30
M1-22001,M1-22001.4300003683,1100000521,40
M1-22001,M1-22001.4300003642,1100000497,10
M1-22001,M1-22001.4300003722,1100000467,10
M1-22001,M1-22001.4300004256.1,1100000655,140
M1-22001,M1-22001.4300004256.1,1100000655,150
M1-22001,M1-22001.4300004256.1,1100000655,160
M1-22001,M1-22001.4300004256.1,1100000655,170
M1-22001,M1-22001.4300004256.1,1100000655,180
M1-22001,M1-22001.4300004256.1,1100000655,190
M1-22001,M1-22001.4300003492,1100000464,50
M1-22001,M1-22001.4300003492,1100000464,60
M1-22001,M1-22001.4300003492,1100000464,70
M1-22001,M1-22001.4300003752,1100000468,20
M1-22001,M1-22001.4300003950,1100000487,10
M1-22001,M1-22001.4300004236.2,1100000625,10
M1-22001,M1-22001.4300004236.2,1100000625,20
M1-22001,M1-22001.4300004096,1100000572,10
M1-22001,M1-22001.4300004096,1100000572,20
M1-22001,M1-22001.4300004096,1100000572,30
M1-22001,M1-22001.4300004096,1100000572,40
M1-22001,M1-22001.4300004205.1,1100000623,10
M1-22001,M1-22001.4300004205.1,1100000623,20
M1-22001,M1-22001.4300004275,1100000602,70
M1-22001,M1-22001.4300004275,1100000602,80
M1-22001,M1-22001.4300004442,1100000644,10
M1-22001,M1-22001.4300004442,1100000644,20
M1-22001,M1-22001.4300004442,1100000644,30
M1-22001,M1-22001.4300004236.1,1100000625,30
M1-22001,M1-22001.4300004236.1,1100000625,40
M1-22001,M1-22001.4300004394,1100000706,10
M1-22001,M1-22001.4300004394,1100000706,20
M1-22001,M1-22001.4300004141,1100000581,10
M1-22001,M1-22001.4300004205.2,1100000623,30
M1-22001,M1-22001.4300004444,1100000642,10
M1-22001,M1-22001.4300004452,1100000645,10
M1-22001,M1-22001.4300004452,1100000645,20
M1-22001,M1-22001.4300004452,1100000645,30
M1-22001,M1-22001.4300004452,1100000645,40
M1-22001,M1-22001.4300004296,1100000611,10
M1-22001,M1-22001.4300004296,1100000611,20
M1-22001,M1-22001.4300004296,1100000611,30
M1-22001,M1-22001.4300004296,1100000611,40
M1-22001,M1-22001.4300004296,1100000611,50
M1-22001,M1-22001.4300004296,1100000611,60
M1-22001,M1-22001.4300004296,1100000611,70
M1-22001,M1-22001.4300004296,1100000611,80
M1-22001,M1-22001.4300004296,1100000611,90
M1-22001,M1-22001.4300004296,1100000611,100
M1-22001,M1-22001.4300004296,1100000611,110
M1-22001,M1-22001.4300004296,1100000611,120
M1-22001,M1-22001.4300004296,1100000611,130
M1-22001,M1-22001.4300004296,1100000611,140
M1-22001,M1-22001.4300004296,1100000611,150
M1-22001,M1-22001.4300004296,1100000611,160
M1-22001,M1-22001.4300004296,1100000611,170
M1-22001,M1-22001.4300004337,1100000614,10
M1-22001,M1-22001.4300004446,1100000641,10
M1-22001,M1-22001.4300004446,1100000641,20
M1-22001,M1-22001.4300004446,1100000641,30
M1-22001,M1-22001.4300004446,1100000641,40
M1-22001,M1-22001.4300004446,1100000641,50
M1-22001,M1-22001.4300004434,1100000646,10
M1-22001,M1-22001.4300004434,1100000646,20
M1-22001,M1-22001.4300004434,1100000646,30
M1-22001,M1-22001.4300004666,1100000709,10
M1-22001,M1-22001.4300004715,1100000677,10
M1-22001,M1-22001.4500010595,1100000713,10
M1-22001,M1-22001.4500010595,1100000713,20
M1-22001,M1-22001.4500010595,1100000713,30
M1-22001,M1-22001.4500010595,1100000713,40
M1-22001,M1-22001.4500010595,1100000713,50
M1-22001,M1-22001.4300004753,1100000683,10
M1-22001,M1-22001.4300005108,1100000699,10
M1-22001,M1-22001.4300005108,1100000699,20
M1-22001,M1-22001.4500010749,1200000300,10
M1-22002,M1-22002.4300003476,1100000387,10
M1-22002,M1-22002.4300003386,1100000270,10
M1-22002,M1-22002.4300003397,1100000223,10
M1-22002,M1-22002.4300003397,1100000223,70
M1-22002,M1-22002.4300003382,1100000216,10
M1-22002,M1-22002.4300003382,1100000216,20
M1-22002,M1-22002.4300003382,1100000216,30
M1-22002,M1-22002.4300003382,1100000216,40
M1-22002,M1-22002.4300003447,1100000278,10
M1-22002,M1-22002.4300003530,1100000389,10
M1-22002,M1-22002.4300003691,1100000466,30
M1-22002,M1-22002.4500009885,1200000165,10
M1-22002,M1-22002.4500009885,1200000165,20
M1-22002,M1-22002.4500009885,1200000165,30
M1-22002,M1-22002.4500009885,1200000165,40
M1-22002,M1-22002.4500009885,1200000165,50
M1-22002,M1-22002.4500009885,1200000165,60
M1-22002,M1-22002.4500009885,1200000165,70
M1-22002,M1-22002.4500009885,1200000165,80
M1-22002,M1-22002.4500009890,1200000166,10
M1-22002,M1-22002.4500009890,1200000166,20
M1-22002,M1-22002.4500009890,1200000166,30
M1-22002,M1-22002.4500009890,1200000166,40
M1-22002,M1-22002.4500009890,1200000166,50
M1-22002,M1-22002.4500009890,1200000166,60
M1-22002,M1-22002.4300004463,1100000633,10
M1-22002,M1-22002.4300004463,1100000633,20
M1-22002,M1-22002.4300004463,1100000633,30
M1-22002,M1-22002.4300004463,1100000633,40
M1-22002,M1-22002.4300004463,1100000633,50
M1-22002,M1-22002.4300004463,1100000633,60
M1-22002,M1-22002.4300004463,1100000633,70
M1-22002,M1-22002.4300004496,1100000654,10
M1-22002,M1-22002.4300004496,1100000654,20
M1-22002,M1-22002.4300004494,1100000688,30
M1-22002,M1-22002.4500010030,1200000249,10
M1-22002,M1-22002.4300004274,1100000601,10
M1-22002,M1-22002.4300004274,1100000601,20
M1-22002,M1-22002.4300004274,1100000601,30
M1-22003,M1-22003.4300003447,1100000278,20
M1-22003,M1-22003.4300003338,1100000219,10
M1-22003,M1-22003.4300003466,1100000370,10
M1-22003,M1-22003.4300003466,1100000370,20
M1-22003,M1-22003.4300003466,1100000370,30
M1-22003,M1-22003.4300003466,1100000370,40
M1-22003,M1-22003.4300003466,1100000370,50
M1-22003,M1-22003.4300003466,1100000370,60
M1-22003,M1-22003.4300003466,1100000370,70
M1-22003,M1-22003.4300003466,1100000370,80
M1-22003,M1-22003.4300003466,1100000370,90
M1-22003,M1-22003.4300003466,1100000370,100
M1-22003,M1-22003.4300003466,1100000370,110
M1-22003,M1-22003.4300003466,1100000370,120
M1-22003,M1-22003.4300003466,1100000370,130
M1-22003,M1-22003.4300003466,1100000370,140
M1-22003,M1-22003.4300003466,1100000370,150
M1-22003,M1-22003.4300003466,1100000370,160
M1-22003,M1-22003.4300003466,1100000370,170
M1-22003,M1-22003.4300003466,1100000370,180
M1-22003,M1-22003.4300003466,1100000370,190
M1-22003,M1-22003.4300003350,1100000215,10
M1-22003,M1-22003.4300003350,1100000215,20
M1-22003,M1-22003.4300003350,1100000215,30
M1-22003,M1-22003.4300003368,1100000220,10
M1-22003,M1-22003.4300003368,1100000220,20
M1-22003,M1-22003.4300003368,1100000220,30
M1-22003,M1-22003.4300003368,1100000220,40
M1-22003,M1-22003.4300003368,1100000220,90
M1-22003,M1-22003.4300003492,1100000464,80
