Material,Plnt,SLoc,S,Valuation,Special stock number,SL,Batch,BUn,Unrestricted,Crcy,Value Unrestricted,Transit/Transf.,Val. in Trans./Tfr,In Quality Insp.,Value in QualInsp.,Restricted-Use,Value Restricted,Blocked,Value BlockedStock,Returns,Value Rets Blocked
B662K72010,2301,IS01,Q,M,M1-23011.4300004437,,,PC,18,IDR,4.470.660,0,0,0,0,0,0,0,0,0,0
B662K72010,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,30,IDR,7.451.100,0,0,0,0,0,0,0,0,0,0
B662K72010,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,4,IDR,993.480,0,0,0,0,0,0,0,0,0,0
B662K72010,2301,IS01,Q,M,M5-23003.7100001690,,,PC,20,IDR,4.967.400,0,0,0,0,0,0,0,0,0,0
B662K72011,2301,IS01,Q,M,M1-23011.4300004437,,,PC,9,IDR,2.235.330,0,0,0,0,0,0,0,0,0,0
B662K72011,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,22,IDR,5.464.140,0,0,0,0,0,0,0,0,0,0
B662K72011,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,2,IDR,496.740,0,0,0,0,0,0,0,0,0,0
B662K72011,2301,IS01,Q,M,M5-23003.7100001690,,,PC,13,IDR,3.228.810,0,0,0,0,0,0,0,0,0,0
B662K72012,2301,IS01,Q,M,M1-23011.4300004437,,,PC,9,IDR,2.297.610,0,0,0,0,0,0,0,0,0,0
B662K72012,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,22,IDR,5.616.380,0,0,0,0,0,0,0,0,0,0
B662K72012,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,2,IDR,510.580,0,0,0,0,0,0,0,0,0,0
B662K72012,2301,IS01,Q,M,M5-23003.7100001690,,,PC,13,IDR,3.318.770,0,0,0,0,0,0,0,0,0,0
B664A18424,2301,IS01,Q,M,M1-22041.4300003938.4,,,PC,7,IDR,10.934.522,0,0,0,0,0,0,0,0,0,0
B664A18521022,2301,IS01,Q,M,M1-22041.4300003938.4,,,PC,2,IDR,699.380,0,0,0,0,0,0,0,0,0,0
B664A18521022,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,4,IDR,1.398.760,0,0,0,0,0,0,0,0,0,0
B664A18531020,2301,IS01,Q,M,M1-22041.4300003938.4,,,PC,4,IDR,1.085.080,0,0,0,0,0,0,0,0,0,0
B664K72010,2301,IS01,Q,M,M1-22041.4300003938,,,SET,2,IDR,11.600.000,0,0,0,0,0,0,0,0,0,0
B664K72010,2301,IS01,Q,M,M1-22041.4300003938.3,,,SET,63,IDR,349.650.000,0,0,0,0,0,0,0,0,0,0
B664K72010,2301,IS01,Q,M,M1-23011.8000123011,,,SET,1,IDR,5.550.000,0,0,0,0,0,0,0,0,0,0
B664K72010,2301,IS01,Q,M,M1-22041.8000122041,,,SET,2,IDR,11.100.000,0,0,0,0,0,0,0,0,0,0
B664K72010,2301,IS04,Q,M,M1-22041.4300003938.3,,,SET,5,IDR,27.750.000,0,0,0,0,0,0,0,0,0,0
B664K72020,2301,IS01,Q,M,M1-22041.4300003938.3,,,SET,15,IDR,74.250.000,0,0,0,0,0,0,0,0,0,0
B664K72030,2301,IS01,Q,M,M1-22041.4300003938,,,SET,8,IDR,57.200.000,0,0,0,0,0,0,0,0,0,0
B664K72030,2301,IS01,Q,M,M1-22041.4300003938.3,,,SET,21,IDR,145.950.000,0,0,0,0,0,0,0,0,0,0
B664P58001,2301,IS01,Q,M,M9-23008.9000000311,,,PC,14,IDR,99.099.112,0,0,0,0,0,0,0,0,0,0
B670U03046,2301,IS01,,,,,,PC,2.824,IDR,5.648.000,0,0,0,0,0,0,0,0,0,0
B671A18099,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,4.760,IDR,191.602.851,0,0,0,0,0,0,0,0,0,0
B671A18099,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,44.000,IDR,1.782.880.000,0,0,0,0,0,0,0,0,0,0
B671A18099,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,6.020,IDR,243.810.000,0,0,0,0,0,0,0,0,0,0
B671P56306,2301,IS01,,,,,,PC,4,IDR,10.145.400,0,0,0,0,0,0,0,0,0,0
B671P56311,2301,IS01,,,,,,PC,3,IDR,2.973.690,0,0,0,0,0,0,0,0,0,0
B673G13007,2301,IS01,Q,M,M1-23003.9000000337,,,PC,683,IDR,31.418.000,0,0,0,0,0,0,0,0,0,0
B673G13008,2301,IS01,,,,,,PC,790,IDR,28.835.000,0,0,0,0,0,0,0,0,0,0
B673G13008,2301,IS01,Q,M,M1-23003.9000000337,,,PC,1.051,IDR,50.973.500,0,0,0,0,0,0,0,0,0,0
B701A18024,2301,IS01,Q,M,M1-22041.4300003938.1,,,SET,80,IDR,194.000.000,0,0,0,0,0,0,0,0,0,0
B701A180240301,2301,IS01,Q,M,M1-22041.4300003938.1,,,SET,60,IDR,2.400.000,0,0,0,0,0,0,0,0,0,0
B701A180240301,2301,IS01,Q,M,M1-22041.4300003938.2,,,SET,60,IDR,2.400.000,0,0,0,0,0,0,0,0,0,0
B701A18050,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,25,IDR,500.000,0,0,0,0,0,0,0,0,0,0
B701A180501,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,108,IDR,464.400,0,0,0,0,0,0,0,0,0,0
B701A180501,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,16,IDR,68.800,0,0,0,0,0,0,0,0,0,0
B701A180501,2301,IS01,Q,M,M1-23011.4300004437.4,,,PC,6,IDR,25.800,0,0,0,0,0,0,0,0,0,0
B701A1805101,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,25,IDR,268.750,0,0,0,0,0,0,0,0,0,0
B701A1805102,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,25,IDR,268.750,0,0,0,0,0,0,0,0,0,0
B701A18118,2301,IS01,Q,M,M1-23001.9000000082,,,PC,4,IDR,7.000.000,0,0,0,0,0,0,0,0,0,0
B701A18118,2301,IS01,Q,M,M1-23011.4300004437,,,PC,16,IDR,34.090.000,0,0,0,0,0,0,0,0,0,0
B701A18118,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,80,IDR,140.000.000,0,0,0,0,0,0,0,0,0,0
B701A18118,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,94,IDR,164.500.000,0,0,0,0,0,0,0,0,0,0
B701A18118L,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,41,IDR,69.700.000,0,0,0,0,0,0,0,0,0,0
B701A18118L,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,16,IDR,27.200.000,0,0,0,0,0,0,0,0,0,0
B701A18118L,2301,IS01,Q,M,M1-22041.9000000333,,,PC,1,IDR,1.700.000,0,0,0,0,0,0,0,0,0,0
B701A18118R,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,48,IDR,81.600.000,0,0,0,0,0,0,0,0,0,0
B701A18118R,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,35,IDR,59.500.000,0,0,0,0,0,0,0,0,0,0
B701A18118R,2301,IS01,Q,M,M1-22041.9000000333,,,PC,1,IDR,1.700.000,0,0,0,0,0,0,0,0,0,0
B701K74050,2301,IS01,Q,M,M1-23001.9000000082,,,SET,2,IDR,2.730.000,0,0,0,0,0,0,0,0,0,0
B701K74050,2301,IS01,Q,M,M1-22041.4300003938.1,,,SET,84,IDR,118.780.137,0,0,0,0,0,0,0,0,0,0
B701K74050,2301,IS01,Q,M,M1-22041.4300003938.2,,,SET,115,IDR,158.847.554,0,0,0,0,0,0,0,0,0,0
B701K74050,2301,IS01,Q,M,M1-22041.9000000333,,,SET,2,IDR,2.847.600,0,0,0,0,0,0,0,0,0,0
B702A18005,2301,IS01,Q,M,M1-22041.4300003938,,,PC,22,IDR,2.904.000,0,0,0,0,0,0,0,0,0,0
B702A18005,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,70,IDR,8.991.236,0,0,0,0,0,0,0,0,0,0
B702A18005,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,227,IDR,29.076.636,0,0,0,0,0,0,0,0,0,0
B702A18005,2301,IS01,Q,M,M1-22041.8000122041,,,PC,9,IDR,1.188.000,0,0,0,0,0,0,0,0,0,0
B702A18005,2301,IS01,Q,M,M1-22041.9000000333,,,PC,4,IDR,528.000,0,0,0,0,0,0,0,0,0,0
B702A18006,2301,IS01,Q,M,M1-22041.4300003938,,,PC,8,IDR,1.096.000,0,0,0,0,0,0,0,0,0,0
B702A18006,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,56,IDR,7.524.269,0,0,0,0,0,0,0,0,0,0
B702A18006,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,116,IDR,15.438.545,0,0,0,0,0,0,0,0,0,0
B702A18006,2301,IS01,Q,M,M1-22041.8000122041,,,PC,10,IDR,1.370.000,0,0,0,0,0,0,0,0,0,0
B702A18006,2301,IS01,Q,M,M1-22041.9000000333,,,PC,2,IDR,274.000,0,0,0,0,0,0,0,0,0,0
B702K74005#AA,2301,IS01,Q,M,M1-22041.8000122041,,,PC,4,IDR,1.200.000,0,0,0,0,0,0,0,0,0,0
B702K74006#AA01,2301,IS01,Q,M,M1-22041.8000122041,,,PC,10,IDR,1.300.000,0,0,0,0,0,0,0,0,0,0
B702K74006#AA02,2301,IS01,Q,M,M1-22041.8000122041,,,PC,5,IDR,650.000,0,0,0,0,0,0,0,0,0,0
B730M33010,2301,IS01,Q,M,M9-23006.9000000201,,,PC,2,IDR,1.430.000,0,0,0,0,0,0,0,0,0,0
B730M33011,2301,IS01,Q,M,M9-23006.9000000201,,,PC,1,IDR,750.000,0,0,0,0,0,0,0,0,0,0
B730M33015,2301,IS01,Q,M,M9-23006.9000000201,,,PC,1,IDR,750.000,0,0,0,0,0,0,0,0,0,0
B731A17001,2301,IS01,Q,M,M1-22008.4300003768,,,SET,1,IDR,18.478.000,0,0,0,0,0,0,0,0,0,0
B731A17002,2301,IS01,Q,M,M1-22008.4300003768,,,SET,1,IDR,13.814.000,0,0,0,0,0,0,0,0,0,0
B731A1700306R,2301,IS01,Q,M,M3-22003.9000000156,,,PC,24,IDR,4.680.000,0,0,0,0,0,0,0,0,0,0
B731G1341204,2301,IS01,,,,,,PC,145,IDR,385.410,0,0,0,0,0,0,0,0,0,0
B732A18308,2301,IS01,Q,M,M1-22041.4300003938.3,,,SET,12,IDR,59.487.857,0,0,0,0,0,0,0,0,0,0
B732A18313,2301,IS01,Q,M,M1-22041.4300003938.3,,,SET,7,IDR,43.925.000,0,0,0,0,0,0,0,0,0,0
B732A18315,2301,IS01,Q,M,M1-22041.4300003938.3,,,SET,7,IDR,51.345.000,0,0,0,0,0,0,0,0,0,0
B732A18317,2301,IS01,Q,M,M1-22041.4300003938.3,,,SET,8,IDR,42.185.050,0,0,0,0,0,0,0,0,0,0
B732A18319,2301,IS01,Q,M,M1-22041.4300003938.3,,,SET,6,IDR,7.680.000,0,0,0,0,0,0,0,0,0,0
B732A18408,2301,IS01,Q,M,M1-22041.4300003938.4,,,SET,4,IDR,35.000.000,0,0,0,0,0,0,0,0,0,0
B732K72007,2301,IS01,Q,M,M1-23011.4300004437,,,SET,1,IDR,4.220.000,0,0,0,0,0,0,0,0,0,0
B732K72007,2301,IS01,Q,M,M1-22041.4300003938.3,,,SET,14,IDR,59.080.000,0,0,0,0,0,0,0,0,0,0
B732K74008,2301,IS01,Q,M,M1-23011.4300004437,,,PC,1,IDR,8.070.000,0,0,0,0,0,0,0,0,0,0
B732K74013,2301,IS01,Q,M,M1-23011.4300004437,,,PC,1,IDR,7.825.000,0,0,0,0,0,0,0,0,0,0
B734A1731103,2301,IS01,Q,M,M1-22041.4300003938.4,,,PC,8,IDR,14.080.000,0,0,0,0,0,0,0,0,0,0
B735A17305001,2301,IS01,Q,M,M1-22041.4300003938.4,,,PC,1,IDR,1.550.000,0,0,0,0,0,0,0,0,0,0
B741K72004,2301,IS01,Q,M,M1-23011.4300004437,,,SET,11,IDR,78.672.000,0,0,0,0,0,0,0,0,0,0
B741K72006,2301,IS01,Q,M,M1-23011.4300004437,,,PC,11,IDR,11.385.000,0,0,0,0,0,0,0,0,0,0
B762A17005,2301,IS01,Q,M,M1-21018.4300003329,,,PC,1,IDR,1.175.000,0,0,0,0,0,0,0,0,0,0
B762A17005,2301,IS01,Q,M,M1-23011.4300004437,,,PC,4,IDR,8.200.000,0,0,0,0,0,0,0,0,0,0
B762A17005,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,5,IDR,10.023.110,0,0,0,0,0,0,0,0,0,0
B762A17005,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,4,IDR,8.000.000,0,0,0,0,0,0,0,0,0,0
B762A17005,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,12,IDR,24.000.000,0,0,0,0,0,0,0,0,0,0
B762A17005,2301,IS01,Q,M,M3-23001.9000000236,,,PC,9,IDR,18.000.000,0,0,0,0,0,0,0,0,0,0
B762A17005,2301,IS01,Q,M,M3-24001.9000000336,,,PC,27,IDR,54.000.000,0,0,0,0,0,0,0,0,0,0
B762A18312,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,7,IDR,24.150.000,0,0,0,0,0,0,0,0,0,0
B762A1840503,2301,IS01,Q,M,M1-22041.4300003938.4,,,PC,8,IDR,15.000.000,0,0,0,0,0,0,0,0,0,0
B762A1840603,2301,IS01,Q,M,M1-22041.4300003938.4,,,PC,2,IDR,3.750.000,0,0,0,0,0,0,0,0,0,0
B762A1840703,2301,IS01,Q,M,M1-22041.4300003938.4,,,PC,2,IDR,3.520.000,0,0,0,0,0,0,0,0,0,0
B762K74011,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,18,IDR,71.100.000,0,0,0,0,0,0,0,0,0,0
B762K74011,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,20,IDR,79.000.000,0,0,0,0,0,0,0,0,0,0
B762K74012,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,14,IDR,53.900.000,0,0,0,0,0,0,0,0,0,0
B762K74012,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,7,IDR,26.950.000,0,0,0,0,0,0,0,0,0,0
B77TR4535601,2301,IS01,K,,3001079,,,PC,10,IDR,0,0,0,0,0,0,0,0,0,0,0
B77TR454170H02,2301,IS01,K,,3001079,,,PC,30,IDR,0,0,0,0,0,0,0,0,0,0,0
B77TR454172H01,2301,IS01,,,,,,PC,5,IDR,1.750.000,0,0,0,0,0,0,0,0,0,0
B77TR454172H01,2301,IS01,K,,3001079,,,PC,10,IDR,0,0,0,0,0,0,0,0,0,0,0
B79JR0002,2301,IS01,Q,M,M2-22001.9000000093,,,PC,4,IDR,880.000,0,0,0,0,0,0,0,0,0,0
B81SR0004,2301,IS01,Q,M,M1-20014.4300002453,,,PC,2,IDR,4.695.000,0,0,0,0,0,0,0,0,0,0
B84QA00041,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,2,IDR,3.190.000,0,0,0,0,0,0,0,0,0,0
B84QA00041,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,31,IDR,49.445.000,0,0,0,0,0,0,0,0,0,0
B84QA00041,2301,IS01,Q,M,M1-22041.9000000333,,,PC,1,IDR,1.595.000,0,0,0,0,0,0,0,0,0,0
B869K7400105,2301,IS01,Q,M,M1-23011.4300004437,,,PC,2,IDR,11.356.015,0,0,0,0,0,0,0,0,0,0
B869K7400112,2301,IS01,Q,M,M1-23011.4300004437,,,PC,2,IDR,10.228.191,0,0,0,0,0,0,0,0,0,0
B984167E00,2301,IS01,K,,3001079,,,PC,5,IDR,0,0,0,0,0,0,0,0,0,0,0
B98AA01205,2301,IS01,Q,M,M1-22014.4300003529,,,PC,8,IDR,960.000,0,0,0,0,0,0,0,0,0,0
B98AA096201,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,2,IDR,75.000,0,0,0,0,0,0,0,0,0,0
B98AA096201,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,24,IDR,900.000,0,0,0,0,0,0,0,0,0,0
B98AA096201,2301,IS01,Q,M,M1-22041.4300003938.4,,,PC,24,IDR,900.000,0,0,0,0,0,0,0,0,0,0
B98AB10003,2301,IS01,,,,,,SET,10,IDR,3.950.000,0,0,0,0,0,0,0,0,0,0
B98BE034000,2301,IS01,,,,,,PC,200,IDR,3.980.000,0,0,0,0,0,0,0,0,0,0
B98DA1401,2301,IS01,,,,,,SET,1,IDR,150.000,0,0,0,0,0,0,0,0,0,0
B98ZF01001,2301,IS01,Q,M,M0-22001.9000000006,,,PC,1,IDR,2.650.000,0,0,0,0,0,0,0,0,0,0
BA99000373,2301,IS01,Q,M,M9-23002.4501765834,,,SET,315,IDR,217.350.000,0,0,0,0,0,0,0,0,0,0
BACI1202100,2301,IS01,Q,M,M1-22041.4300003938.4,,,PC,114,IDR,33.630.000,0,0,0,0,0,0,0,0,0,0
BACI1202103,2301,IS01,Q,M,M1-22041.4300003938.4,,,PC,36,IDR,1.152.421,0,0,0,0,0,0,0,0,0,0
BACI2001100,2301,IS01,Q,M,M1-23001.4500009981,,,PC,16,IDR,4.592.000,0,0,0,0,0,0,0,0,0,0
BACI2001100,2301,IS01,Q,M,M1-23011.4300004437,,,PC,96,IDR,27.552.000,0,0,0,0,0,0,0,0,0,0
BACI2001100,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,592,IDR,169.904.000,0,0,0,0,0,0,0,0,0,0
BACI2001100,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,436,IDR,125.132.000,0,0,0,0,0,0,0,0,0,0
BACI2001100,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,42,IDR,12.054.000,0,0,0,0,0,0,0,0,0,0
BACI2001100,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,32,IDR,9.184.000,0,0,0,0,0,0,0,0,0,0
BACI2001101,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,14,IDR,448.000,0,0,0,0,0,0,0,0,0,0
BACI2001101,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,17,IDR,553.742,0,0,0,0,0,0,0,0,0,0
BACI2001103,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,314,IDR,65.421.900,0,0,0,0,0,0,0,0,0,0
BACI2001103,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,127,IDR,26.460.450,0,0,0,0,0,0,0,0,0,0
BACI2001103,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,30,IDR,6.250.500,0,0,0,0,0,0,0,0,0,0
BACI2001103,2301,IS01,Q,M,M1-22041.4300003938.4,,,PC,58,IDR,12.084.300,0,0,0,0,0,0,0,0,0,0
BACI2001104,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,309,IDR,50.737.800,0,0,0,0,0,0,0,0,0,0
BACI2001104,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,135,IDR,22.167.000,0,0,0,0,0,0,0,0,0,0
BACI2001104,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,30,IDR,4.926.000,0,0,0,0,0,0,0,0,0,0
BACI2001104,2301,IS01,Q,M,M1-22041.4300003938.4,,,PC,58,IDR,9.523.600,0,0,0,0,0,0,0,0,0,0
BACI2001105,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,314,IDR,54.573.200,0,0,0,0,0,0,0,0,0,0
BACI2001105,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,135,IDR,23.463.000,0,0,0,0,0,0,0,0,0,0
BACI2001105,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,30,IDR,5.214.000,0,0,0,0,0,0,0,0,0,0
BACI2001105,2301,IS01,Q,M,M1-22041.4300003938.4,,,PC,58,IDR,10.080.400,0,0,0,0,0,0,0,0,0,0
BACI2001106,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,9.800,IDR,40.670.000,0,0,0,0,0,0,0,0,0,0
BACI2001106,2301,IS01,Q,M,M1-23011.4300004437.2,,,PC,30,IDR,88.500,0,0,0,0,0,0,0,0,0,0
BACI2001106,2301,IS01,Q,M,M1-23003.4500010780,,,PC,5.320,IDR,13.566.000,0,0,0,0,0,0,0,0,0,0
BACI20012062,2301,IS01,Q,M,M1-23001.4500009981,,,PC,4,IDR,163.000,0,0,0,0,0,0,0,0,0,0
BACI20012062,2301,IS01,Q,M,M1-23011.4300004437,,,PC,44,IDR,1.793.000,0,0,0,0,0,0,0,0,0,0
BACI20012062,2301,IS01,Q,M,M1-22041.4300003938.1,,,PC,326,IDR,7.839.500,0,0,0,0,0,0,0,0,0,0
BACI20012062,2301,IS01,Q,M,M1-22041.4300003938.2,,,PC,244,IDR,5.488.000,0,0,0,0,0,0,0,0,0,0
BACI20012062,2301,IS01,Q,M,M1-22041.4300003938.3,,,PC,136,IDR,4.552.000,0,0,0,0,0,0,0,0,0,0
BACI20012062,2301,IS01,Q,M,M1-22041.4300003938.5,,,PC,4,IDR,163.000,0,0,0,0,0,0,0,0,0,0
BACI2001239074,2301,IS01,Q,M,M1-23011.4300004437,,,PC,34,IDR,5.491.000,0,0,0,0,0,0,0,0,0,0
BACI2001239075,2301,IS01,Q,M,M1-23011.4300004437,,,PC,20,IDR,5.795.000,0,0,0,0,0,0,0,0,0,0
BACI3501100,2301,IS01,Q,M,M1-23003.4500010780,,,PC,2.664,IDR,945.720.000,0,0,0,0,0,0,0,0,0,0
BACI3501107,2301,IS01,Q,M,M1-23003.4500010780,,,PC,3.051,IDR,46.375.200,0,0,0,0,0,0,0,0,0,0
BACI3501349,2301,IS01,Q,M,M1-23003.4500010780,,,PC,3.114,IDR,93.420.000,0,0,0,0,0,0,0,0,0,0
BACI3501350,2301,IS01,Q,M,M1-23003.4500010780,,,PC,2.923,IDR,96.459.000,0,0,0,0,0,0,0,0,0,0
BB221A1720214,2301,IS03,Q,M,M1-23001.9000000082,,,PC,4,IDR,476.000,0,0,0,0,0,0,0,0,0,0
BB221A1720223,2301,IS03,Q,M,M1-23001.9000000082,,,PC,8,IDR,472.000,0,0,0,0,0,0,0,0,0,0
BB221A1720224,2301,IS03,Q,M,M1-23001.9000000082,,,PC,2,IDR,122.000,0,0,0,0,0,0,0,0,0,0
BB221A1720225,2301,IS03,Q,M,M1-23001.9000000082,,,PC,4,IDR,248.000,0,0,0,0,0,0,0,0,0,0
BB221A1720228,2301,IS03,Q,M,M1-23001.9000000082,,,PC,15,IDR,75.000,0,0,0,0,0,0,0,0,0,0
BB221A1720232,2301,IS03,Q,M,M1-23001.9000000082,,,PC,24,IDR,1.800.000,0,0,0,0,0,0,0,0,0,0
BB221A1720233,2301,IS03,Q,M,M1-23001.9000000082,,,PC,8,IDR,384.000,0,0,0,0,0,0,0,0,0,0
BB221A1720234,2301,IS03,Q,M,M1-23001.9000000082,,,PC,15,IDR,300.000,0,0,0,0,0,0,0,0,0,0
BB221A172024,2301,IS03,Q,M,M1-23001.9000000082,,,PC,4,IDR,2.932.000,0,0,0,0,0,0,0,0,0,0
BB221A1720246,2301,IS03,Q,M,M1-23001.9000000082,,,PC,1,IDR,26.000,0,0,0,0,0,0,0,0,0,0
BB221A1720247,2301,IS03,Q,M,M1-23001.9000000082,,,PC,2,IDR,60.000,0,0,0,0,0,0,0,0,0,0
BB221A172025,2301,IS03,Q,M,M1-23001.9000000082,,,PC,9,IDR,6.597.000,0,0,0,0,0,0,0,0,0,0
BB221A172027,2301,IS03,Q,M,M1-23001.9000000082,,,PC,2,IDR,218.000,0,0,0,0,0,0,0,0,0,0
BB221A172028,2301,IS03,Q,M,M1-23001.9000000082,,,PC,2,IDR,520.000,0,0,0,0,0,0,0,0,0,0
BB221A1730211,2301,IS03,Q,M,M1-23001.9000000082,,,PC,2,IDR,280.000,0,0,0,0,0,0,0,0,0,0
BB221A1730213,2301,IS03,Q,M,M1-23001.9000000082,,,PC,6,IDR,942.000,0,0,0,0,0,0,0,0,0,0
BB221A1730218,2301,IS03,Q,M,M1-23001.9000000082,,,PC,12,IDR,732.000,0,0,0,0,0,0,0,0,0,0
BB221A1730220,2301,IS03,Q,M,M1-23001.9000000082,,,PC,4,IDR,276.000,0,0,0,0,0,0,0,0,0,0
BB221A1730222,2301,IS03,Q,M,M1-23001.9000000082,,,PC,19,IDR,1.463.000,0,0,0,0,0,0,0,0,0,0
BB221A173027,2301,IS03,Q,M,M1-23001.9000000082,,,PC,2,IDR,838.000,0,0,0,0,0,0,0,0,0,0
BB221A173029,2301,IS03,Q,M,M1-23001.9000000082,,,PC,6,IDR,744.000,0,0,0,0,0,0,0,0,0,0
BB221A1730325,2301,IS03,Q,M,M1-23001.9000000082,,,PC,2,IDR,166.000,0,0,0,0,0,0,0,0,0,0
BB221A1730348,2301,IS03,Q,M,M1-23001.9000000082,,,PC,1,IDR,119.000,0,0,0,0,0,0,0,0,0,0
BB221A1740242,2301,IS03,Q,M,M1-23001.9000000082,,,PC,1,IDR,8.900.000,0,0,0,0,0,0,0,0,0,0
BB221A1740243,2301,IS03,Q,M,M1-23001.9000000082,,,PC,1,IDR,8.006.000,0,0,0,0,0,0,0,0,0,0
BB221A1740247,2301,IS03,Q,M,M1-23001.9000000082,,,PC,1,IDR,699.000,0,0,0,0,0,0,0,0,0,0
BB221A1740248,2301,IS03,Q,M,M1-23001.9000000082,,,PC,1,IDR,107.000,0,0,0,0,0,0,0,0,0,0
BB221A1740249,2301,IS03,Q,M,M1-23001.9000000082,,,PC,4,IDR,272.000,0,0,0,0,0,0,0,0,0,0
BB221A174025,2301,IS03,Q,M,M1-23001.9000000082,,,PC,4,IDR,628.000,0,0,0,0,0,0,0,0,0,0
BB221A1740250,2301,IS03,Q,M,M1-23001.9000000082,,,PC,1,IDR,61.000,0,0,0,0,0,0,0,0,0,0
BB221A1740251,2301,IS03,Q,M,M1-23001.9000000082,,,PC,1,IDR,31.000,0,0,0,0,0,0,0,0,0,0
BB221A1740257,2301,IS03,Q,M,M1-23001.9000000082,,,PC,4,IDR,420.000,0,0,0,0,0,0,0,0,0,0
BB314K51031,2301,IS01,Q,M,M1-22014.4300003529,,,PC,1,IDR,2.125.000,0,0,0,0,0,0,0,0,0,0
BB321H17039,2301,IS01,Q,M,M1-22014.4300003529,,,PC,1,IDR,2.850.000,0,0,0,0,0,0,0,0,0,0
BB553E12111,2301,IS01,Q,M,M1-23003.9000000357,,,PC,19,IDR,3.230.000,0,0,0,0,0,0,0,0,0,0
BB557E12106,2301,IS01,Q,M,M1-23003.9000000337,,,SET,1,IDR,12.041.667,0,0,0,0,0,0,0,0,0,0
BB557E12107,2301,IS01,Q,M,M1-23003.9000000337,,,SET,8,IDR,8.167.160,0,0,0,0,0,0,0,0,0,0
BB557P58103,2301,IS01,Q,M,M9-23008.9000000311,,,SET,2,IDR,41.811.232,0,0,0,0,0,0,0,0,0,0
BB557P58104,2301,IS01,Q,M,M9-23008.9000000311,,,SET,2,IDR,5.823.562,0,0,0,0,0,0,0,0,0,0
BB557P58105,2301,IS01,Q,M,M9-23008.9000000311,,,SET,2,IDR,5.823.562,0,0,0,0,0,0,0,0,0,0
BB558E12112,2301,IS01,Q,M,M1-23003.9000000337,,,SET,2,IDR,5.700.000,0,0,0,0,0,0,0,0,0,0
BB558E12112,2301,IS01,Q,M,M1-23003.9000000357,,,SET,8,IDR,22.800.000,0,0,0,0,0,0,0,0,0,0
BB561H23046,2301,IS01,Q,M,M1-22027.4300004272,,,SET,4,IDR,4.047.000,0,0,0,0,0,0,0,0,0,0
BB561U03223,2301,IS01,Q,M,M1-22001.4300003556,,,SET,1,IDR,554.000,0,0,0,0,0,0,0,0,0,0
